movie_name,genres
Dil Bhi Tera Hum Bhi Tere,"['Drama', 'Romance', 'Back to top']"
Ayaash,"['Romance', 'Back to top']"
Wafadaar,"['Comedy', 'Drama', 'Back to top']"
Haisiyat,"['Action', 'Drama', 'Romance', 'Back to top']"
Mahishasura Mardini,"['Drama', 'Back to top']"
Ek Baar Phir (Once Again),"['Drama', 'Back to top']"
Paras,"['Drama', 'Family', 'Back to top']"
Maa Kasam,"['Action', 'Back to top']"
Najma,"['Drama', 'Back to top']"
Aage Ki Soch,"['Comedy', 'Drama', 'Back to top']"
Jawan Muhabat,"['Drama', 'Romance', 'Back to top']"
Sita Swayamvar,"['Adventure', 'Drama', 'Fantasy', 'History', 'Back to top']"
Dil Ke Jharoke Main,"['Musical', 'Romance', 'Back to top']"
Kath Putli,"['Drama', 'Family', 'Back to top']"
Shabnam,"['Drama', 'Family', 'Romance', 'Back to top']"
Ratan,"['Musical', 'Romance', 'Back to top']"
Khejdi,"['Drama', 'Back to top']"
Page 16,"['Horror', 'Mystery', 'Back to top']"
The Window,"['Drama', 'Mystery', 'Back to top']"
Bhangover,"['Comedy', 'Back to top']"
Dunno Y 2... Life Is a Moment,"['Drama', 'Romance', 'Back to top']"
Chakradhaar,"['Action', 'Crime', 'Drama', 'Back to top']"
Vroom,"['Action', 'Comedy', 'Crime', 'Drama', 'Fantasy', 'Back to top']"
Strings of Passion,"['Drama', 'Back to top']"
68 Pages,"['Crime', 'Drama', 'Back to top']"
Jazbaat,"['Drama', 'Back to top']"
Dulhan Banoo Main Teri,"['Action', 'Drama', 'Romance', 'Back to top']"
Krishan Avtaar,"['Action', 'Back to top']"
Kaaboo,"['Action', 'Back to top']"
Apmaan Ki Aag,"['Action', 'Comedy', 'Crime', 'Drama', 'Romance', 'Back to top']"
Bengal Tiger,"['Action', 'Crime', 'Back to top']"
Bhairav,"['Action', 'Back to top']"
Ganga Ki Lahren,"['Drama', 'Back to top']"
Ghazab Tamasha,"['Comedy', 'Romance', 'Back to top']"
Patth,"['Drama', 'Back to top']"
Shiva Shakti,"['Action', 'Crime', 'Drama', 'Musical', 'Back to top']"
Mahaveera,"['Action', 'Back to top']"
Qaidi,"['Action', 'Drama', 'Back to top']"
Ranbhoomi,"['Action', 'Drama', 'Back to top']"
Mar Mitenge,"['Action', 'Back to top']"
Shreeman Funtoosh,"['Comedy', 'Drama', 'Fantasy', 'Sci-Fi', 'Back to top']"
Aur Ek Prem Kahani,"['Romance', 'Back to top']"
Phaansi,"['Action', 'Drama', 'Back to top']"
Tansen,"['Drama', 'Musical', 'Romance', 'Back to top']"
Ek Raaz,"['Comedy', 'Back to top']"
Gehra Daag,"['Crime', 'Drama', 'Romance', 'Back to top']"
Boond Jo Ban Gayee Moti,"['Crime', 'Drama', 'Romance', 'Back to top']"
Alibaba Marjinaa,"['Action', 'Adventure', 'Back to top']"
Insaan,"['Action', 'Drama', 'Family', 'Back to top']"
Ansoo Ban Gaye Phool,"['Drama', 'Family', 'Back to top']"
God and Gun,"['Drama', 'Back to top']"
Jigarwala,"['Action', 'Drama', 'Back to top']"
Phoolon Ki Sej,"['Drama', 'Romance', 'Back to top']"
Bharosa,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Post Box 999,"['Action', 'Mystery', 'Back to top']"
Sunshine Music Tours & Travels,"['Comedy', 'Back to top']"
Muzaffarnagar 2013,"['Drama', 'Back to top']"
Son of Hercules,"['Action', 'Back to top']"
Shooter,"['Action', 'Crime', 'Drama', 'Back to top']"
Bandie,"['Action', 'Drama', 'Romance', 'Back to top']"
Most Common Budbak,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Aise hi,"['Drama', 'Back to top']"
Garam,"['Drama', 'Back to top']"
No Man's Truth,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Back to top']"
Ghoonghat,"['Action', 'Comedy', 'Drama', 'Back to top']"
Aaj Ka Gang Leader,"['Action', 'Comedy', 'Crime', 'Thriller', 'Back to top']"
Agar... If,"['Drama', 'Back to top']"
Zordaar,"['Action', 'Back to top']"
Gangvaa,"['Action', 'Drama', 'Back to top']"
Waqt Ki Deewar,"['Action', 'Crime', 'Drama', 'Romance', 'Back to top']"
Ganga Tere Desh Mein,"['Action', 'Back to top']"
Shankar Shambhu,"['Action', 'Crime', 'Drama', 'Romance', 'Back to top']"
Mama Bhanja,"['Comedy', 'Drama', 'Family', 'Back to top']"
Chakkar Pe Chakkar,"['Action', 'Comedy', 'Crime', 'Back to top']"
Paap Ki Kamaee,"['Action', 'Back to top']"
Pyar Mohabbat,"['Adventure', 'Drama', 'Romance', 'Back to top']"
Patanga,"['Comedy', 'Romance', 'Back to top']"
Aur Kaun?,"['Horror', 'Mystery', 'Thriller', 'Back to top']"
Agnee,"['Action', 'Drama', 'Romance', 'Back to top']"
Paap Ki Aandhi,"['Action', 'Drama', 'Back to top']"
Paraya Ghar,"['Drama', 'Family', 'Back to top']"
Chetna,"['Drama', 'Back to top']"
Aankhon Aankhon Mein,"['Drama', 'Romance', 'Back to top']"
Sagar Sangam,"['Drama', 'Back to top']"
Ab Kya Hoga,"['Mystery', 'Thriller', 'Back to top']"
Aan Baan,"['Drama', 'Back to top']"
Dil Ne Pukara,"['Drama', 'Romance', 'Back to top']"
Dharkan,"['Action', 'Family', 'Thriller', 'Back to top']"
Shole,"['Drama', 'Back to top']"
Bandi,"['Drama', 'Family', 'Back to top']"
Ghunghat,"['Drama', 'Family', 'Back to top']"
Passport,"['Crime', 'Drama', 'Back to top']"
Bahut Din Huwe...,"['Adventure', 'Drama', 'Fantasy', 'Music', 'Musical', 'Back to top']"
Tarpan: The Salvation,"['Drama', 'Back to top']"
Sargoshiyan,"['Drama', 'Back to top']"
Pagdi: The Honour,"['Drama', 'Family', 'Back to top']"
Daku Munni Bai,"['Action', 'Back to top']"
Khuda Hafiz,"['Drama', 'Back to top']"
Valentine's Night,"['Romance', 'Thriller', 'Back to top']"
Meri Life Mein Uski Wife,"['Comedy', 'Drama', 'Back to top']"
Do Numbri,"['Action', 'Back to top']"
Hai Tujhe Salaam India,"['Drama', 'Back to top']"
26th July at Barista,"['Drama', 'Back to top']"
Cypher,"['Biography', 'Family', 'Back to top']"
Mudda: The Issue,"['Drama', 'Back to top']"
Zindagani,"['Action', 'Crime', 'Drama', 'Mystery', 'Back to top']"
Maahir,"['Family', 'Back to top']"
Sadak Chhap,"['Crime', 'Drama', 'Back to top']"
Baali Umar Ko Salaam,"['Action', 'Comedy', 'Drama', 'Romance', 'Back to top']"
Humkadam,"['Drama', 'Family', 'Musical', 'Back to top']"
Veeru Dada,"['Action', 'Adventure', 'Drama', 'Back to top']"
Dost Garibon Ka,"['Action', 'Comedy', 'Back to top']"
Chauraha,"['Action', 'Crime', 'Drama', 'Back to top']"
Sharara,"['Action', 'Back to top']"
Akarshan,"['Romance', 'Back to top']"
Lav Kush,"['Adventure', 'Drama', 'Back to top']"
Double Cross,"['Action', 'Thriller', 'Back to top']"
Tyaag,"['Drama', 'Romance', 'Back to top']"
Zakhmi Sher,"['Action', 'Thriller', 'Back to top']"
Muqaddar Ka Badshaah,"['Action', 'Back to top']"
Nafrat Ki Aandhi,"['Action', 'Adventure', 'Drama', 'Romance', 'Back to top']"
Naqab,"['Drama', 'Mystery', 'Back to top']"
Mera Karam Mera Dharam,"['Drama', 'Back to top']"
'Ferry',"['Drama', 'Family', 'Back to top']"
Aangan,"['Music', 'Romance', 'Back to top']"
Maa Aur Mamta,"['Drama', 'Back to top']"
Har Har Mahadev,"['Fantasy', 'Back to top']"
Lovers,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Pyar Ka Karz,"['Action', 'Drama', 'Thriller', 'Back to top']"
Imaan,"['Action', 'Romance', 'Back to top']"
Black Cat,"['Action', 'Mystery', 'Thriller', 'Back to top']"
Rustom Sohrab,"['Action', 'Adventure', 'Drama', 'Romance', 'Back to top']"
Janam Kundli,"['Action', 'Drama', 'Back to top']"
Haque,"['Drama', 'Back to top']"
Abhimanyu,"['Action', 'Comedy', 'Drama', 'Back to top']"
Kaun Jeeta Kaun Haara,"['Comedy', 'Drama', 'Back to top']"
Pran Jaye Par Vachan Na Jaye,"['Action', 'Crime', 'Drama', 'Musical', 'Back to top']"
Usne Kaha Tha,"['Drama', 'Romance', 'War', 'Back to top']"
Sunehre Din,"['Drama', 'Back to top']"
Duniya Na Mane,"['Drama', 'Back to top']"
Karim Mohammed,"['Drama', 'Back to top']"
Kid Krrish,"['Animation', 'Back to top']"
Pinky Beauty Parlour,"['Drama', 'Back to top']"
Bewajah,"['Thriller', 'Back to top']"
DOA: Death of Amar,"['Thriller', 'Back to top']"
Mujhse Dosti Karoge,"['Drama', 'Back to top']"
2 Little Indians,"['Comedy', 'Family', 'Back to top']"
Staying Alive,"['Drama', 'Back to top']"
Stand By,"['Drama', 'Sport', 'Thriller', 'Back to top']"
Dekh Bhai Dekh: Laughter Behind Darkness,"['Comedy', 'Crime', 'Drama', 'Back to top']"
Safaibaaz - The Scavenger,"['Drama', 'Family', 'Back to top']"
Plot No. 5,"['Mystery', 'Back to top']"
Regards & Peace,"['Thriller', 'Back to top']"
The Great Leader,"['Drama', 'Back to top']"
Jurrat,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Aaag Hi Aag,"['Action', 'Back to top']"
Tohfa Mohabbat Ka,"['Drama', 'Romance', 'Back to top']"
Bond 303,"['Action', 'Adventure', 'Crime', 'Back to top']"
Khooni Raat,"['Horror', 'Mystery', 'Back to top']"
Sitara,"['Drama', 'Family', 'Back to top']"
Preetam,"['Comedy', 'Romance', 'Back to top']"
Kohra,"['Mystery', 'Thriller', 'Back to top']"
Preet Na Jane Reet,"['Romance', 'Back to top']"
Insaaf Ki Devi,"['Action', 'Back to top']"
Gola Barood,"['Action', 'Crime', 'Drama', 'Back to top']"
Khazana,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Do Dilon Ki Dastaan,"['Romance', 'Back to top']"
Apne Apne,"['Drama', 'Family', 'Back to top']"
Koi Kisise Kum Nahin,"['Crime', 'Drama', 'Mystery', 'Back to top']"
Kalabaaz,"['Action', 'Adventure', 'Drama', 'Back to top']"
Meri Adaalat,"['Action', 'Thriller', 'Back to top']"
Ajooba Kudrat Ka,"['Action', 'Adventure', 'Fantasy', 'Back to top']"
Milap,"['Drama', 'Horror', 'Thriller', 'Back to top']"
Tarzan and King Kong,"['Jungle Adventure', 'Action', 'Adventure', 'Romance', 'Back to top']"
Ram Lila,"['Drama', 'Back to top']"
Adhi Raat Ke Baad,"['Action', 'Drama', 'Mystery', 'Thriller', 'Back to top']"
Chor Bazar,"['Action', 'Drama', 'Back to top']"
Rahi,"['Drama', 'Back to top']"
Nannha Farishta,"['Action', 'Crime', 'Drama', 'Back to top']"
Agneekaal,"['Action', 'Crime', 'Drama', 'Back to top']"
Lava,"['Drama', 'Family', 'Back to top']"
Charandas,"['Drama', 'Family', 'Back to top']"
Heera,"['Action', 'Crime', 'Drama', 'Family', 'Back to top']"
Pyasi Sham,"['Drama', 'Romance', 'Thriller', 'Back to top']"
Luv Shuv Pyar Vyar,"['Romance', 'Back to top']"
Pati Patni and Joe,"['Comedy', 'Drama', 'Back to top']"
Das Capital Gulamon Ki Rajdhani,"['Drama', 'Back to top']"
Ebn-e-Batuta,"['Sci-Fi', 'Back to top']"
Overtime,"['Drama', 'Back to top']"
Hair is Falling: A Serious Comedy Film,"['Comedy', 'Drama', 'Back to top']"
Aagaah: The Warning,"['Drama', 'Horror', 'Thriller', 'Back to top']"
Love Kaa Taddka,"['Comedy', 'Drama', 'Back to top']"
Bold,"['Crime', 'Back to top']"
Sacred Evil,"['Drama', 'Horror', 'Back to top']"
Nakli Nawab,"['Drama', 'Romance', 'Back to top']"
Oh Bewafa,"['Drama', 'Romance', 'Back to top']"
Basti,"['Action', 'Crime', 'Drama', 'Back to top']"
Chambal Ki Kassam,"['Action', 'Crime', 'Back to top']"
Call Girl,"['Drama', 'Family', 'Romance', 'Back to top']"
Rani Rupmati,"['Action', 'Adventure', 'Back to top']"
Meraa Ghar Mere Bachche,"['Drama', 'Family', 'Back to top']"
Dulha Bikta Hai,"['Drama', 'Family', 'Back to top']"
Paap Aur Punya,"['Musical', 'Romance', 'Back to top']"
Chhote Nawab,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Devi,"['Drama', 'Family', 'Back to top']"
Hum Ek Hain,"['Drama', 'Back to top']"
Pyaas,"['Drama', 'Back to top']"
Naache Mayuri,"['Drama', 'Family', 'Back to top']"
Inspector Dhanush,"['Action', 'Drama', 'Back to top']"
Shama Parwana,"['Drama', 'Romance', 'Back to top']"
Ham Sab Chor Hain,"['Comedy', 'Back to top']"
Dil Kaa Heera,"['Drama', 'Back to top']"
Aansoo Aur Muskan,"['Comedy', 'Drama', 'Family', 'Back to top']"
Aahuti,"['Action', 'Drama', 'Back to top']"
Ek Nari Ek Brahmachari,"['Comedy', 'Drama', 'Back to top']"
Do Dil,"['Romance', 'Back to top']"
Prem Vivah,"['Drama', 'Family', 'Back to top']"
Banphool,"['Drama', 'Romance', 'Back to top']"
Kachche Heere,"['Action', 'Back to top']"
Abhilasha,"['Drama', 'Romance', 'Back to top']"
Paayal,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Bada Kabutar,"['Action', 'Comedy', 'Crime', 'Back to top']"
Facebook wala pyaar,"['Drama', 'Romance', 'Back to top']"
Mere Paas Baap Hai,"['Comedy', 'Back to top']"
Inspector Gullu,"['Action', 'Back to top']"
127 B,"['Comedy', 'Horror', 'Back to top']"
Walking with the Wind,"['Drama', 'Back to top']"
Gandhiji My Mentor,"['Drama', 'History', 'Back to top']"
Shaukeen Kaminay,"['Comedy', 'Drama', 'Back to top']"
Love Alive,"['Thriller', 'Back to top']"
Q,"['Drama', 'Thriller', 'Back to top']"
Madmast Barkhaa,"['Romance', 'Thriller', 'Back to top']"
Shaheed-E-Azam,"['Biography', 'Drama', 'History', 'Back to top']"
The Lastbenchers,"['Biography', 'Comedy', 'Drama', 'Back to top']"
Jai Jawaan Jai Kisaan,"['Biography', 'Drama', 'History', 'Back to top']"
Khargosh,"['Drama', 'Back to top']"
Aalaap,"['Sci-Fi', 'Back to top']"
Jaana Pehchana,"['Drama', 'Back to top']"
Ghar Jamai,"['Comedy', 'Family', 'Back to top']"
Chal Chalein,"['Drama', 'Back to top']"
Mumbhai Connection,"['Comedy', 'Crime', 'Thriller', 'Back to top']"
The Interview: Night of 26/11,"['Thriller', 'Back to top']"
Dehati Disco,"['Comedy', 'Musical', 'Back to top']"
Nigehbaan: The Third Eye,"['Thriller', 'Back to top']"
Vandana,"['Family', 'Back to top']"
Ek Sapera Ek Lutera,"['Action', 'Comedy', 'Musical', 'Romance', 'Back to top']"
Dil Ka Doctor,"['Comedy', 'Back to top']"
Sauda,"['Romance', 'Back to top']"
Dance Party,"['Family', 'Music', 'Romance', 'Back to top']"
Hum Tere Ashiq Hain,"['Drama', 'Back to top']"
Mera Rakshak,"['Action', 'Crime', 'Drama', 'Back to top']"
Mahaguru,"['Action', 'Comedy', 'Crime', 'Drama', 'Back to top']"
Qatil,"['Crime', 'Drama', 'Mystery', 'Back to top']"
Haadsaa,"['Action', 'Thriller', 'Back to top']"
Mr. Sampat,"['Comedy', 'Back to top']"
Hafta Vasuli,"['Action', 'Back to top']"
Jahan Pyar Miley,"['Drama', 'Family', 'Back to top']"
Kotwal Saab,"['Action', 'Crime', 'Drama', 'Family', 'Back to top']"
Shankar Dada,"['Drama', 'Back to top']"
Prithvi Vallabh,"['Drama', 'Back to top']"
Paanch Qaidi,"['Action', 'Adventure', 'Back to top']"
Tinku,"['Drama', 'Back to top']"
Jeewan Jyoti,"['Drama', 'Back to top']"
Jab Se Tumhe Dekha Hai,"['Drama', 'Romance', 'Back to top']"
Naukar Ki Kameez,"['Drama', 'Back to top']"
Garajna,"['Action', 'Back to top']"
Pyaar Ka Tarana,"['Drama', 'Musical', 'Back to top']"
Aaj Ka Robin Hood,"['Drama', 'Back to top']"
Karmyoddha,"['Action', 'Drama', 'Thriller', 'Back to top']"
Darinda,"['Action', 'Thriller', 'Back to top']"
Tishnagi,"['Romance', 'Thriller', 'Back to top']"
Indian Never Again Nirbhaya,"['Drama', 'Back to top']"
Avsar,"['Drama', 'Romance', 'Back to top']"
Mumbai Central,"['Family', 'Back to top']"
Bhadaas,"['Thriller', 'Back to top']"
Runway: Love Among Gun Shots...,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Back to top']"
Khanaur,"['Drama', 'Back to top']"
Arjun Devaa,"['Action', 'Crime', 'Musical', 'Back to top']"
With Luv... Tumhaara,"['Drama', 'Romance', 'Back to top']"
Maut,"['Horror', 'Back to top']"
Bhayaanak Panjaa,"['Horror', 'Back to top']"
Mitti,"['Action', 'Drama', 'Back to top']"
Dand Nayak,"['Action', 'Back to top']"
Paisa Yeh Paisa,"['Action', 'Crime', 'Drama', 'Back to top']"
Mission Mumbai,"['Action', 'Back to top']"
Badmaash,"['Action', 'Back to top']"
Char Diwari,"['Drama', 'Romance', 'Back to top']"
Tada,"['Action', 'Back to top']"
Dhoon,"['Drama', 'Romance', 'Back to top']"
Mirza Sahiban,"['Romance', 'Back to top']"
Jallad No. 1,"['Action', 'Drama', 'Back to top']"
Bekaraar,"['Drama', 'Romance', 'Back to top']"
Bhanwar,"['Drama', 'Romance', 'Back to top']"
Shrimanji,"['Drama', 'Family', 'Back to top']"
Parivar,"['Comedy', 'Drama', 'Back to top']"
Salma Pe Dil Aa Gaya,"['Drama', 'Back to top']"
Hunterwali,"['Action', 'Adventure', 'Back to top']"
Prem Tapasya,"['Drama', 'Romance', 'Back to top']"
Khazanchi,"['Mystery', 'Back to top']"
Saranga,"['Action', 'Drama', 'Romance', 'Back to top']"
Upaasna,"['Drama', 'Romance', 'Back to top']"
Ladka Ladki,"['Comedy', 'Back to top']"
Debshishu,"['Drama', 'Back to top']"
Sahib Bahadur,"['Satire', 'Comedy', 'Back to top']"
Shabab,"['Drama', 'Romance', 'Back to top']"
Bhai Bahen,"['Drama', 'Family', 'Back to top']"
Poonam Ki Raat,"['Mystery', 'Romance', 'Thriller', 'Back to top']"
Chand Aur Suraj,"['Crime', 'Drama', 'Mystery', 'Back to top']"
Dr. Vidya,"['Drama', 'Back to top']"
Sanjeevani,"['Adventure', 'Thriller', 'Back to top']"
Jungle Cry,"['Drama', 'Sport', 'Back to top']"
I Know You,"['Horror', 'Back to top']"
Nath Ek Pratha,"['Action', 'Back to top']"
Foto,"['Comedy', 'Back to top']"
Yeh Khula Aasmaan,"['Family', 'Back to top']"
Janleva 555,"['Musical', 'Romance', 'Thriller', 'Back to top']"
Ballad of Rustom,"['Drama', 'Back to top']"
Rohingya - People from nowhere,"['Action', 'Drama', 'Back to top']"
Manasvi,"['Mystery', 'Back to top']"
Operation Jackpot,"['Action', 'Mystery', 'Back to top']"
Majjma,"['Drama', 'Back to top']"
Saari Raat,"['Drama', 'Back to top']"
Hyderabad Nawabs 2,"['Comedy', 'Back to top']"
Chanchal,"['Drama', 'Musical', 'Back to top']"
Dil Kitna Nadan Hai,"['Drama', 'Musical', 'Romance', 'Back to top']"
Bhai Bhai,"['Action', 'Back to top']"
Shaheed Bhagat Singh,"['Biography', 'History', 'Back to top']"
Karan,"['Action', 'Back to top']"
Deewana Tere Naam Ka,"['Drama', 'Romance', 'Back to top']"
Mehndi Lagi Mere Haath,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Moojrim,"['Action', 'Crime', 'Musical', 'Mystery', 'Back to top']"
Jab Yaad Kisi Ki Aati Hai,"['Family', 'Romance', 'Back to top']"
Param Dharam,"['Action', 'Crime', 'Drama', 'Back to top']"
Mulzim,"['Drama', 'Back to top']"
Dushman Devta,"['Action', 'Back to top']"
Bomb Blast,"['Action', 'Thriller', 'Back to top']"
Jeet Hamaari,"['Action', 'Back to top']"
Film Hi Film,"['Comedy', 'Drama', 'Music', 'Romance', 'Back to top']"
Khoon Ki Pukaar,"['Action', 'Drama', 'Musical', 'Back to top']"
Jaanoo,"['Drama', 'Family', 'Romance', 'Back to top']"
Bhookamp,"['Action', 'Drama', 'Thriller', 'Back to top']"
Dilbar,"['Drama', 'Romance', 'Back to top']"
Jai-Vijay,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Back to top']"
Apna Bana Lo,"['Drama', 'Family', 'Back to top']"
Durgaa,"['Action', 'Crime', 'Back to top']"
Teri Baahon Mein,"['Romance', 'Back to top']"
Aaj Ka Mahaatma,"['Action', 'Romance', 'Back to top']"
Faulad,"['Action', 'Adventure', 'Drama', 'Romance', 'Back to top']"
Us-Paar,"['Drama', 'Family', 'Romance', 'Back to top']"
Dharamyudh,"['Drama', 'Mystery', 'Thriller', 'Back to top']"
Susman,"['Drama', 'Back to top']"
Diljalaa,"['Action', 'Drama', 'Back to top']"
Railway Platform,"['Satire', 'Comedy', 'Drama', 'Romance', 'Back to top']"
Abe Hayat,"['Action', 'Adventure', 'Fantasy', 'Back to top']"
GRADE,"['Drama', 'Back to top']"
Mighty Raju,"['Superhero', 'Action', 'Animation', 'Sci-Fi', 'Back to top']"
30 Minutes,"['Thriller', 'Back to top']"
Teen Taal,"['Drama', 'Back to top']"
Black Home,"['Drama', 'Thriller', 'Back to top']"
Katputtli,"['Mystery', 'Thriller', 'Back to top']"
2 Nights in Soul Valley,"['Adventure', 'Horror', 'Mystery', 'Back to top']"
Do Chehre,"['Action', 'Back to top']"
Dushmani,"['Action', 'Back to top']"
Agniputra,"['Action', 'Back to top']"
Yamuna Paar,"['Crime', 'Back to top']"
Awasaan,"['Drama', 'Back to top']"
Krantiveer: The Revolution,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Meher,"['Drama', 'Back to top']"
Aparajitha Ayodhya,"['Drama', 'Back to top']"
Taanashah,"['Action', 'Drama', 'Back to top']"
Chhoti Bahoo,"['Drama', 'Family', 'Back to top']"
Khoon Ki Pyasi,"['Horror', 'Back to top']"
Sun Sajna,"['Drama', 'Family', 'Romance', 'Back to top']"
Sanam Harjai,"['Drama', 'Romance', 'Back to top']"
Ek Se Bhale Do,"['Action', 'Comedy', 'Drama', 'Romance', 'Back to top']"
Sharafat Chhod Di Main Ne,"['Drama', 'Back to top']"
Mohabbat Isko Kahete Hain,"['Drama', 'Romance', 'Back to top']"
Jawaani,"['Action', 'Drama', 'Romance', 'Back to top']"
Nai Roshni,"['Drama', 'Family', 'Back to top']"
Dharam Sankat,"['Action', 'Drama', 'Back to top']"
Shradhanjali,"['Drama', 'Family', 'Back to top']"
Kahtey Hain Mujhko Raja,"['Action', 'Family', 'Back to top']"
Begaana,"['Drama', 'Family', 'Back to top']"
Aman Ke Farishtey,"['Action', 'Back to top']"
Rupaye Dus Karod,"['Action', 'Drama', 'Thriller', 'Back to top']"
Kohraam,"['Action', 'Back to top']"
Hum Intezaar Karenge,"['Drama', 'Romance', 'Back to top']"
Aaj Ke Angaarey,"['Action', 'Drama', 'Back to top']"
My Love,"['Romance', 'Back to top']"
Jeene Ki Arzoo,"['Drama', 'Thriller', 'Back to top']"
Kasam Suhag Ki,"['Action', 'Crime', 'Drama', 'Back to top']"
Maa Beta,"['Comedy', 'Crime', 'Drama', 'Family', 'Romance', 'Back to top']"
Sapnon Ka Mandir,"['Action', 'Crime', 'Drama', 'Family', 'Back to top']"
Apna Haath Jagannath,"['Comedy', 'Back to top']"
Bin Phere Hum Tere,"['Drama', 'Family', 'Back to top']"
Udhar Ka Sindur,"['Drama', 'Romance', 'Back to top']"
Aabroo,"['Comedy', 'Crime', 'Drama', 'Romance', 'Back to top']"
Chor Chor,"['Crime', 'Drama', 'Thriller', 'Back to top']"
Sunehra Sansar,"['Drama', 'Family', 'Back to top']"
Sarhad,"['Drama', 'Back to top']"
Bheegi Palkein,"['Romance', 'Back to top']"
Tere Mere Beech Mein,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Dard,"['Drama', 'Family', 'Musical', 'Back to top']"
Dushman Zamana,"['Action', 'Romance', 'Back to top']"
Daadi Maa,"['Action', 'Comedy', 'Drama', 'Family', 'Back to top']"
Tumhari Kassam,"['Romance', 'Back to top']"
Safed Jhoot,"['Comedy', 'Drama', 'Family', 'Back to top']"
Naukadubi,['Back to top']
Solva Sawan,"['Drama', 'Back to top']"
Parda Hai Parda,"['Crime', 'Romance', 'Thriller', 'Back to top']"
Satta Bazaar,"['Drama', 'Back to top']"
Maain Bhi Ladki Hun,"['Drama', 'Back to top']"
Akeli Mat Jaiyo,"['Comedy', 'Romance', 'Back to top']"
