movie_name,genres
Naya Nasha,"['Crime', 'Drama', 'Thriller', 'Back to top']"
Shodh,"['Drama', 'Horror', 'Back to top']"
Kanch Ki Gudiya,"['Drama', 'Family', 'Back to top']"
Rustom-E-Rome,"['Action', 'Adventure', 'Drama', 'Back to top']"
Sohni Mahiwal,"['Musical', 'Romance', 'Back to top']"
Desh Drohee,"['Action', 'Back to top']"
Suhag Sindoor,"['Drama', 'Back to top']"
Agni Rekha,"['Drama', 'Back to top']"
Kaagaz Ki Nao,"['Drama', 'Back to top']"
Champakali,"['Drama', 'Fantasy', 'Back to top']"
Mehmaan,"['Action', 'Crime', 'Drama', 'Back to top']"
Maharana Pratap,['Back to top']
Dil Lagake Dekho,"['Drama', 'Romance', 'Back to top']"
Attilokasundari,['Back to top']
Pyaar Ka Rishta,"['Drama', 'Back to top']"
Swarg Se Sundar Desh Hamara,['Back to top']
Meghdoot,['Back to top']
Kavi,"['Romance', 'Back to top']"
Jung Aur Aman,['Back to top']
Anmol Tasveer,"['Drama', 'Family', 'Back to top']"
Umang,"['Drama', 'Family', 'Back to top']"
Sarala,['Back to top']
Bhikharan,"['Drama', 'Back to top']"
Badi Maa,"['Drama', 'War', 'Back to top']"
Babla,"['Drama', 'Back to top']"
Aagman,"['Drama', 'Back to top']"
Yatrik,"['Drama', 'Back to top']"
Dooj Ka Chand,"['Drama', 'Family', 'Back to top']"
Kahan Kahan Se Guzar,"['Drama', 'Musical', 'Back to top']"
Lahu Pukarega,"['Action', 'Back to top']"
Ram Kasam,"['Action', 'Back to top']"
Kaise Kahoon,"['Drama', 'Back to top']"
Nau Bahar,"['Drama', 'Family', 'Back to top']"
Muqabala,['Back to top']
Darshan,['Back to top']
Dear Molly,"['Drama', 'Back to top']"
Mausam Ikrar Ke Do Pal Pyar Ke,"['Drama', 'Back to top']"
Maal Road Dilli,"['Comedy', 'Back to top']"
3rd EYE,"['Horror', 'Back to top']"
Sakha,"['Drama', 'Back to top']"
Jhakaas!,"['Comedy', 'Drama', 'Back to top']"
Ek Aasha,"['Drama', 'Back to top']"
Mumal: A prophecy,"['Drama', 'Fantasy', 'Mystery', 'Back to top']"
Salaam Zindagi,"['Drama', 'Back to top']"
Kutte Ki Dum,"['Comedy', 'Back to top']"
LuvUTurn,"['Romance', 'Back to top']"
Bhamashah,"['Biography', 'Drama', 'History', 'War', 'Back to top']"
Horror Night,"['Horror', 'Back to top']"
Super Bheem Hawa Mein Halla,"['Animation', 'Back to top']"
Inspector Pratap,"['Action', 'Back to top']"
Gabbar Singh,"['Action', 'Back to top']"
Tujhse He Raabta,"['Drama', 'Romance', 'Back to top']"
Honour Killing,"['Drama', 'Romance', 'Back to top']"
Kannodu Kanbathellam,"['Drama', 'Romance', 'Back to top']"
Love U Crazy Girl,"['Mystery', 'Back to top']"
Vikram,"['Action', 'Adventure', 'Back to top']"
Vatsyayana Kamasutra,"['Thriller', 'Back to top']"
Akela the Alone,"['Psychological Thriller', 'Thriller', 'Back to top']"
Divine Temple Khajuraho,"['History', 'Back to top']"
Bheema Mera Haathi,"['Drama', 'Back to top']"
Prem Jyoti,"['Romance', 'Back to top']"
It's Rocking: Dard-E-Disco,"['Comedy', 'Back to top']"
Nashilee Jawani,"['Romance', 'Back to top']"
Bhoot Ke Peeche Bhoot,"['Horror', 'Back to top']"
Badmaash No.1,"['Action', 'Back to top']"
Bhoot Raaj,"['Horror', 'Back to top']"
Sar Kati Laash,"['Horror', 'Back to top']"
Meri Mohabbat Mera Naseeba,"['Romance', 'Back to top']"
My Husband's Wife,"['Drama', 'Back to top']"
Pyasi Atma,"['Horror', 'Back to top']"
Milta Hai Chance by Chance,"['Comedy', 'Back to top']"
Sabse Bada Be-Imaan,"['Action', 'Back to top']"
Qurbaniyaan,"['Action', 'Back to top']"
Zakhmi Sherni,"['Action', 'Back to top']"
Sher Khan,"['Action', 'Back to top']"
Hamara Tiranga,"['Adventure', 'Drama', 'History', 'War', 'Back to top']"
Mumbai Mast Kallander,"['Action', 'Comedy', 'Crime', 'Drama', 'Back to top']"
Bhobhar - The Live Ash,"['Drama', 'Family', 'Romance', 'Back to top']"
Chhota Bheem aur Krishna: Mayanagari,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Back to top']"
Shola: Fire of Love,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Choices,"['Drama', 'Back to top']"
Qala,"['Drama', 'Music', 'Back to top']"
Khufia Mahal,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Thriller', 'Back to top']"
Taalismaan,"['Fantasy', 'Back to top']"
Jalwa: Fun in Love,"['Comedy', 'Drama', 'Back to top']"
Lallu Ram,"['Action', 'Comedy', 'Drama', 'Back to top']"
Ghost Story - An Abstract Film,"['Horror', 'Back to top']"
Meri Majboorii...,"['Action', 'Crime', 'Drama', 'Back to top']"
Chalaak,"['Action', 'Crime', 'Drama', 'Back to top']"
Ganga Aur Ranga,"['Action', 'Back to top']"
Qatil Haseeno Ka,"['Crime', 'Back to top']"
Chai Coffee,"['Drama', 'Romance', 'Back to top']"
Sab Kuch Hai Kuch Bhi Nahin,"['Drama', 'Back to top']"
Namma Annachi,"['Drama', 'Back to top']"
Pandi Durai,"['Drama', 'Back to top']"
My Angel My Teacher,"['Drama', 'Back to top']"
Tilak,"['Action', 'Back to top']"
Ab Meri Baari,"['Action', 'Back to top']"
Raat Ki Baat,"['Crime', 'Back to top']"
Husn Ke Lootere,"['Action', 'Back to top']"
Nirnayak,"['Action', 'Romance', 'Thriller', 'Back to top']"
Gumnam Qatil,"['Horror', 'Back to top']"
Bechain,"['Action', 'Drama', 'Romance', 'Back to top']"
Guru Mahaaguru,"['Action', 'Drama', 'Back to top']"
Bandhak,"['Drama', 'Back to top']"
Prabhat,"['Drama', 'Back to top']"
Choo Lenge Akash,"['Family', 'Back to top']"
Do Raha,"['Drama', 'Back to top']"
Yeh Zindagi Kitni Haseen Hai,"['Drama', 'Romance', 'Thriller', 'Back to top']"
Ganga Bani Shola,"['Action', 'Thriller', 'Back to top']"
Durgesh Nandini,"['Drama', 'Fantasy', 'Musical', 'Back to top']"
Zameen Ke Tare,"['Drama', 'Family', 'Back to top']"
Kaun Apna Kaun Paraya,"['Drama', 'Family', 'Back to top']"
Bada Aadmi,"['Action', 'Back to top']"
Duniyadari,"['Drama', 'Back to top']"
Khoon Ka Rishta,"['Action', 'Back to top']"
Ek Khilari Bawan Pattey,"['Action', 'Musical', 'Back to top']"
Jawani Ke Gunah,"['Drama', 'Back to top']"
Apna Ghar,"['Drama', 'Family', 'Back to top']"
Sameera,"['Drama', 'Family', 'Back to top']"
Naseebwaala,"['Drama', 'Back to top']"
Waqt Ka Badshah,"['Action', 'Back to top']"
Shera Shamshera,"['Action', 'Crime', 'Back to top']"
Kadambari,"['Drama', 'Romance', 'Back to top']"
Shoorveer,"['Drama', 'Back to top']"
Kacha Chor,"['Drama', 'Back to top']"
Rakshaa Bandhan,"['Drama', 'Back to top']"
Niyaz Aur Namaaz,"['Drama', 'Back to top']"
Milan Ki Raat,"['Drama', 'Romance', 'Back to top']"
Mera Dil Tere Liye,"['Romance', 'Back to top']"
Eight Days,"['Comedy', 'Drama', 'Back to top']"
Pyaassi Ankhen,"['Drama', 'Back to top']"
Ek Raat,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Parchhaiyan,"['Drama', 'Back to top']"
Bhala Manus,"['Drama', 'Romance', 'Back to top']"
Jeetenge Hum,"['Action', 'Back to top']"
Anokha Daan,"['Drama', 'Back to top']"
Udhaar,"['Drama', 'Back to top']"
Ramnagri,"['Drama', 'Back to top']"
Nili,"['Romance', 'Back to top']"
Guru Suleman Chela Pahelwan,"['Action', 'Comedy', 'Back to top']"
Chambal Ki Rani,"['Action', 'Crime', 'Back to top']"
Aage Badho,"['Drama', 'Back to top']"
Har Har Gange,"['Adventure', 'Drama', 'Fantasy', 'History', 'Back to top']"
Draupadi,"['Drama', 'Back to top']"
Arabian Nights,"['Adventure', 'Fantasy', 'Back to top']"
Do Sitare,"['Drama', 'Romance', 'Back to top']"
Mera Dharam Meri Maa,"['Drama', 'Back to top']"
Jaal Saaz,"['Action', 'Back to top']"
Zamindar,"['Mystery', 'Back to top']"
Girls' Hostel,"['Drama', 'Back to top']"
Ennavo Nadikkaradhu,['Back to top']
Aadhi Mimansa,"['Drama', 'Back to top']"
Mahasati Savitri,"['Adventure', 'Drama', 'Fantasy', 'History', 'Back to top']"
Seeta,['Back to top']
Krishna Leela,['Back to top']
Anokhi Pehchan,"['Drama', 'Romance', 'Back to top']"
Pyaar Ka Sindoor,"['Drama', 'Romance', 'Back to top']"
Ek Gunah Aur Sahi,"['Action', 'Crime', 'Thriller', 'Back to top']"
Ek Adhuri Kahani,"['Drama', 'Back to top']"
Naya Kanoon,"['Drama', 'Family', 'Back to top']"
Jawani Ki Hawa,"['Drama', 'Back to top']"
Sitaron Se Aage,"['Drama', 'Musical', 'Back to top']"
Ek Jhalak,"['Drama', 'Family', 'Back to top']"
Buzdil,"['Drama', 'Family', 'Back to top']"
Janmabhoomi,"['Drama', 'Back to top']"
Lateef to laden,"['Comedy', 'Back to top']"
Galti,"['Thriller', 'Back to top']"
Ashok Vatika,"['Drama', 'Back to top']"
Kathor,"['Drama', 'Back to top']"
22 Days,"['Thriller', 'Back to top']"
The Zero Line,"['Thriller', 'Back to top']"
Thunaivan,['Back to top']
A Daughter's Tale PANKH,"['Drama', 'Back to top']"
The Witch hour: Curse of the ring,"['Horror', 'Back to top']"
The Himalayan Diaries,"['Comedy', 'Romance', 'Back to top']"
Agam,"['Drama', 'Back to top']"
Masti Nahi Sasti,"['Comedy', 'Back to top']"
Kid Krrish 3 - Mystery in Mongolia,"['Animation', 'Back to top']"
Jannat E Milan,"['Musical', 'Back to top']"
Murari the Mad Gentleman,"['Comedy', 'Drama', 'Back to top']"
Yodha the Warrior,"['Action', 'Back to top']"
Beyond Blue: An Unnerving Tale of a Demented Mind,"['Crime', 'Fantasy', 'Mystery', 'Sci-Fi', 'Thriller', 'Back to top']"
Dead Morning,"['Comedy', 'Thriller', 'Back to top']"
Hotel Beautifool,"['Comedy', 'Back to top']"
Mukkadarpur Ka Majnu,"['Drama', 'Back to top']"
Pyaasi Bhootni,"['Horror', 'Back to top']"
Jai Mahalaxmi Maa,"['Drama', 'Back to top']"
Yeh Dil Ramta Jogi,"['Action', 'Crime', 'Drama', 'Back to top']"
Teri Dilli Meri Dili,"['Drama', 'Back to top']"
Mission: The Last War,"['Action', 'Back to top']"
Ashwani,"['Drama', 'Back to top']"
Kunwara Paying Guest,"['Drama', 'Back to top']"
Raqt,"['Horror', 'Mystery', 'Thriller', 'Back to top']"
Prem Jung,"['Action', 'Romance', 'Back to top']"
Aur Ek Dharmatma,"['Action', 'Crime', 'Drama', 'Back to top']"
Dhoomketu,"['Drama', 'Back to top']"
Jeena Nahin Bin Tere,"['Romance', 'Back to top']"
Pyar Ka Saudagar,"['Romance', 'Back to top']"
Chudail No. 1,"['Horror', 'Back to top']"
Kaise Kaise Rishte,"['Romance', 'Back to top']"
Pehli Nazar Ka Pyaar,"['Romance', 'Back to top']"
Habari,"['Action', 'Back to top']"
Bindiya Mange Bandook,"['Action', 'Back to top']"
Priya: The Charming Girl of India,"['Romance', 'Back to top']"
In the Name of Tai,"['Drama', 'Back to top']"
Life's Good,"['Drama', 'Family', 'Back to top']"
Raftaar - An Obsession,"['Thriller', 'Back to top']"
Zara sambhal ke,"['Drama', 'Back to top']"
Ashok Chakra: Tribute to Real Heroes,"['Action', 'Back to top']"
Qatal E Aam,"['Action', 'Back to top']"
Mawali No.1,"['Action', 'Back to top']"
Naachle London,"['Musical', 'Romance', 'Back to top']"
Suno Na.. Ek Nanhi Aawaz,"['Drama', 'Back to top']"
Men Will Be Men,"['Comedy', 'Back to top']"
Inspector Eagle,"['Adventure', 'Back to top']"
Dardnaak - Waning Moon,"['Horror', 'Thriller', 'Back to top']"
Veer Arjun,"['Action', 'Drama', 'History', 'Back to top']"
The Artist,"['Thriller', 'Back to top']"
Police Ke Peechhe Police,"['Crime', 'Back to top']"
Dushman Dost,"['Adventure', 'Crime', 'Mystery', 'Back to top']"
Arohan,"['Family', 'Back to top']"
Track the Mystery,"['Drama', 'Back to top']"
Boomerang,"['Thriller', 'Back to top']"
Tathagat,"['Drama', 'Back to top']"
Hero of Nation Chandra Shekhar Azad,"['Biography', 'Back to top']"
Jhini Bini Chadariya,"['Drama', 'Back to top']"
Bhemaa,"['Action', 'Crime', 'Drama', 'Back to top']"
Aisi Deewangi,"['Action', 'Comedy', 'Drama', 'Romance', 'Back to top']"
Angithee,"['Drama', 'Back to top']"
340,"['Thriller', 'Back to top']"
Myakut,"['Drama', 'Back to top']"
Love Qubool Hai,"['Drama', 'Romance', 'Back to top']"
Shaheen Baghi,"['Drama', 'Back to top']"
Siyavar Ram - Ramayana,"['Animation', 'Back to top']"
Shree Ganesh,"['Adventure', 'Drama', 'Fantasy', 'Back to top']"
Ladke Baap Se Badke,"['Action', 'Adventure', 'Drama', 'Family', 'Back to top']"
Jai Ganesh Deva,"['Fantasy', 'Back to top']"
Out of the Blue,"['Drama', 'Back to top']"
Mera Ram Kho Gaya,"['Drama', 'Back to top']"
Khwab Sare Jhootey,"['Drama', 'Back to top']"
Aahvaan,"['Comedy', 'Horror', 'Back to top']"
Rani Aur Maharani,"['Action', 'Thriller', 'Back to top']"
I Love You,"['Drama', 'Romance', 'Back to top']"
Bhookh,"['Action', 'Crime', 'Drama', 'Back to top']"
Rustom-E-Baghdad,"['Action', 'Adventure', 'Back to top']"
Ek Aur Visphot,"['Crime', 'Back to top']"
Gopalaa,"['Action', 'Back to top']"
Tu Bal Bramhachari Main Hoon Kanya Kunwari,"['Drama', 'Back to top']"
Pyar Ho Gaya,"['Romance', 'Back to top']"
Ek Nari Do Roop,"['Drama', 'Mystery', 'Back to top']"
Durgaa Maa,"['Drama', 'Fantasy', 'Back to top']"
Garam Khoon,"['Action', 'Back to top']"
Raakhi Aur Rifle,"['Action', 'Back to top']"
Great Target,"['Action', 'Back to top']"
Basanti Tangewali,"['Action', 'Thriller', 'Back to top']"
Naami Chor,"['Action', 'Back to top']"
Bajrang Bali,"['Fantasy', 'Back to top']"
Jhanjaar,"['Action', 'Drama', 'Thriller', 'Back to top']"
Andher Gardi,"['Action', 'Drama', 'Back to top']"
Prem Parvat,"['Drama', 'Romance', 'Back to top']"
Ram Ki Ganga,"['Drama', 'Back to top']"
Kalka,"['Drama', 'Back to top']"
Zakhmee Insaan,"['Action', 'Thriller', 'Back to top']"
Zakham,"['Action', 'Drama', 'Back to top']"
Kahan Hai Kanoon,"['Action', 'Back to top']"
Waqt Ki Pukar,"['Action', 'Crime', 'Drama', 'Back to top']"
Buniyaad,"['Drama', 'Family', 'Back to top']"
Prema Sikharam,"['Comedy', 'Drama', 'Family', 'Romance', 'Back to top']"
The Truth... Yathharth,"['Drama', 'Back to top']"
Sohag Raat,"['Drama', 'Romance', 'Back to top']"
Duhai,['Back to top']
Jeevan Daata,"['Action', 'Back to top']"
Humsafar,"['Drama', 'Romance', 'Back to top']"
Bhai Thakur,"['Action', 'Drama', 'Back to top']"
Neeli Aankhen,"['Mystery', 'Back to top']"
Aag Ke Sholay,"['Action', 'Thriller', 'Back to top']"
Yaar Kasam,"['Action', 'Back to top']"
Sajjo Rani,"['Drama', 'Back to top']"
Hamari Beti,"['Drama', 'Family', 'Back to top']"
Issi Ka Naam Dunia Hai,"['Drama', 'Music', 'Back to top']"
Jadu Ka Shankh,"['Adventure', 'Family', 'Fantasy', 'Back to top']"
Do Kaliyan,['Back to top']
Kismetwala,"['Action', 'Drama', 'Back to top']"
Do Thug,"['Action', 'Crime', 'Drama', 'Back to top']"
Khoon Ki Keemat,"['Action', 'Thriller', 'Back to top']"
Bindiya Aur Bandook,"['Action', 'Back to top']"
Dharam Shatru,"['Action', 'Crime', 'Thriller', 'Back to top']"
Sapne Suhane,"['Romance', 'Back to top']"
Karigar,"['Drama', 'Back to top']"
Gunah Aur Kanoon,"['Crime', 'Back to top']"
Ghar Ki Laaj,"['Drama', 'Back to top']"
Aurat Ka Inteqam,"['Action', 'Drama', 'Back to top']"
Tujhe Nahin Chhodunga,"['Action', 'Back to top']"
Do Gulab,"['Drama', 'Romance', 'Back to top']"
Payame Haq,"['Adventure', 'Drama', 'Back to top']"
Gokul,"['Drama', 'Back to top']"
Bhool Bhulaiyan,"['Comedy', 'Back to top']"
Sheeshay Ka Ghar,"['Crime', 'Drama', 'Family', 'Back to top']"
Aakhri Kasam,"['Action', 'Thriller', 'Back to top']"
Abroo,['Back to top']
Aabshar,"['Drama', 'Romance', 'Back to top']"
Rustom Kaun,"['Action', 'Adventure', 'Back to top']"
Aandhi Aur Toofan,"['Action', 'Adventure', 'Romance', 'Back to top']"
Tu Nahin Aur Sahi,"['Drama', 'Romance', 'Back to top']"
Shravan Kumar,"['Drama', 'Back to top']"
Zambo Ka Beti,"['Adventure', 'Back to top']"
Tumhara Kalloo,"['Drama', 'Romance', 'Back to top']"
Sinbad Jahazi,"['Adventure', 'Back to top']"
Shri Ramanuja,['Back to top']
Sa-Re-Ga-Ma-Pa,"['Comedy', 'Family', 'Musical', 'Back to top']"
Mere Lal,"['Drama', 'Family', 'Back to top']"
Daaku,"['Action', 'Thriller', 'Back to top']"
Chal Baaz,"['Action', 'Back to top']"
Balak Aur Janwar,"['Adventure', 'Back to top']"
Nagma-E-Sahra,"['Action', 'Adventure', 'Drama', 'Family', 'Back to top']"
Bazar,"['Drama', 'Family', 'Back to top']"
Bada Bhai,"['Drama', 'Family', 'Back to top']"
Kashmira,['Back to top']
Faslah,"['Crime', 'Drama', 'Romance', 'Back to top']"
Naulakha Haar,"['Drama', 'History', 'Back to top']"
Patthar Dil,"['Drama', 'Romance', 'Back to top']"
Payal,"['Drama', 'Family', 'Back to top']"
Banwra,"['Drama', 'Back to top']"
Hamari Baat,['Back to top']
Bhabi,"['Drama', 'Family', 'Back to top']"
Wo Jo Tha EK Messiah Maulana Azad,"['Biography', 'Back to top']"
Number Game,"['Horror', 'Mystery', 'Thriller', 'Back to top']"
Unmaad,"['Drama', 'Back to top']"
Chote Nawab,"['Drama', 'Back to top']"
Jai Devaa,"['Romance', 'Back to top']"
#Gadhvi (He thought he was Gandhi),"['Drama', 'Back to top']"
Game Paisa Ladki,"['Drama', 'Back to top']"
Upeksha,"['Family', 'Back to top']"
Intercity,"['B-Action', 'Disaster', 'One-Person Army Action', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Back to top']"
Note Pe Chot at 8-11,"['Comedy', 'Back to top']"
Hum Hai Teen Khurafaati,"['Comedy', 'Back to top']"
Elixir of Immortality,['Back to top']
Chhota Bheem in Junglee Kabila,"['Adventure', 'Animation', 'Back to top']"
Ek Rani Aisi Bhi Thi,"['Biography', 'History', 'Back to top']"
Tales of Siva 1,"['Animation', 'Family', 'History', 'Back to top']"
9 O' Clock,"['Action', 'Back to top']"
Pinti Ka Sabun,"['Drama', 'Back to top']"
Mission Tiger,"['Adventure', 'Back to top']"
Awesome Mausam,"['Romance', 'Back to top']"
Ek tha Bhujang,"['Drama', 'Back to top']"
Sorry Daddy,"['Action', 'Back to top']"
Main Hoon Aflatoon,"['Action', 'Back to top']"
Habba,"['Action', 'Drama', 'Back to top']"
Shaitani Dracula,"['Horror', 'Back to top']"
Saavi: A Bonded Bride,"['Drama', 'Back to top']"
Three Atrangi Jai-Veeru-Gabbar,"['Comedy', 'Back to top']"
Mission 369,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Back to top']"
The World of Fashion,"['Drama', 'Thriller', 'Back to top']"
Josh-E-Jawaani,"['Romance', 'Back to top']"
Patiala Dreamz,"['Drama', 'Back to top']"
Chalta Hai Yaar,"['Comedy', 'Back to top']"
Muavza,"['Comedy', 'Drama', 'Back to top']"
Desi Magic,"['Comedy', 'Romance', 'Back to top']"
Ek Aur Khoon,"['Horror', 'Back to top']"
Shiva Dada,"['Action', 'Back to top']"
Pret Atma,"['Horror', 'Back to top']"
Kuk Doo Koo,"['Comedy', 'Back to top']"
Mysteries Shaque,"['Thriller', 'Back to top']"
Chirutha,"['Drama', 'Back to top']"
Lahu Luhan,"['Action', 'Horror', 'Mystery', 'Back to top']"
Majboor Ladki,"['Thriller', 'Back to top']"
Hai Kaun Woh,"['Horror', 'Back to top']"
Khoon aur Sazaa,"['Action', 'Back to top']"
Chalbaaz,"['Action', 'Back to top']"
Meri Ganga Ki Saugandh,"['Action', 'Back to top']"
Kaala Mandir,"['Horror', 'Back to top']"
Daku Ganga Jamuna,"['Action', 'Adventure', 'Crime', 'Musical', 'Back to top']"
7 Bijliyaan,"['Action', 'Back to top']"
Wahem,"['Mystery', 'Thriller', 'Back to top']"
Ek Aur Jung,"['Action', 'Back to top']"
Son of Dracula,"['Fantasy', 'Horror', 'Back to top']"
Bandhu,"['Family', 'Back to top']"
Dholak,"['Comedy', 'Romance', 'Back to top']"
Ab Hoga Dharna Unlimited,"['Comedy', 'Back to top']"
I Was Born in Delhi,"['Drama', 'Back to top']"
Rangdari,"['Action', 'Back to top']"
Parbat Pe Apna Dera,"['Romance', 'Back to top']"
Saboot Mangta Hain Kanoon,"['Action', 'Drama', 'Back to top']"
Faisla Main Karungi,"['Action', 'Back to top']"
Khwaab,"['Drama', 'Back to top']"
Hum Phirr Milein Na Milein,"['Drama', 'Romance', 'Back to top']"
Bekhabar,"['Thriller', 'Back to top']"
Meri Partigya,"['Action', 'Back to top']"
Taqdeer Ka Sikander,"['Action', 'Back to top']"
Sabse Badi Ganga Ki Saugandh,"['Action', 'Back to top']"
Border Kashmir,"['Action', 'Back to top']"
Muthi Bhar Zameen,"['Action', 'Back to top']"
Kirkit,"['Comedy', 'Crime', 'Drama', 'Sport', 'Back to top']"
Meri Padosan,"['Comedy', 'Drama', 'Back to top']"
Bebus,"['Drama', 'Back to top']"
Chakachak,"['Drama', 'Back to top']"
Halfpace,"['Thriller', 'Back to top']"
My Goal football,"['Drama', 'Back to top']"
Premaatur,"['Horror', 'Romance', 'Thriller', 'Back to top']"
The Great Leader Kanshiram,"['Biography', 'Back to top']"
Night Club,"['Crime', 'Drama', 'Back to top']"
Kala Coat,"['Action', 'Crime', 'Drama', 'Romance', 'Back to top']"
Nadir Shah,"['History', 'Back to top']"
Vikram Vetal,"['Fantasy', 'Back to top']"
Anmol Sitaare,"['Drama', 'Back to top']"
Shri Siddhivinayak Mahima,"['Drama', 'Family', 'History', 'Back to top']"
Main Bhi NRI,"['Drama', 'Back to top']"
Laila Manju,['Back to top']
Gulabi Raaten,"['Crime', 'Back to top']"
Run Zindagi Run,"['Action', 'Crime', 'Thriller', 'Back to top']"
Atithi Kab Aoge Shhamshan,"['Comedy', 'Back to top']"
Kaali Ki Saugandh,"['Action', 'Back to top']"
Make in India,"['Drama', 'Back to top']"
Wig Boss,"['Comedy', 'Back to top']"
Naughty Gang,"['Comedy', 'Back to top']"
Ye Kaisa Pal Do Pal Ka Pyar,"['Drama', 'Back to top']"
Jai Chhathi Maa,"['Family', 'Back to top']"
Atmaram,"['Family', 'Back to top']"
Main Tere Pyaar Mein Pagal,"['Comedy', 'Romance', 'Back to top']"
Apna Banake Dekho,"['Romance', 'Back to top']"
Hum Deewane Pyar Ke,"['Romance', 'Back to top']"
Dil Ka Sauda,"['Action', 'Crime', 'Drama', 'Musical', 'Back to top']"
Patli Kamar Lambe Baal,"['Drama', 'Back to top']"
Apradhi Kaun,"['Thriller', 'Back to top']"
Waqt-Waqt Ki Baat,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Anjaane Rishte,"['Drama', 'Back to top']"
Daaman Aur Aag,"['Drama', 'Romance', 'Back to top']"
Aawaz De Kahan Hai,"['Drama', 'Romance', 'Back to top']"
Behroopia,"['Fantasy', 'Back to top']"
Heera-Moti,"['Action', 'Back to top']"
Bank Manager,"['Drama', 'Family', 'Back to top']"
Andha Insaaf,"['Action', 'Crime', 'Back to top']"
Hasina Aur Nagina,"['Horror', 'Back to top']"
Yudhpath,"['Action', 'Crime', 'Drama', 'Back to top']"
Ulfat Ki Nayee Manzilen,"['Drama', 'Back to top']"
Aag Laga Do Sawan Ko,"['Drama', 'Romance', 'Back to top']"
Baaghi Sultana,"['Action', 'Thriller', 'Back to top']"
Sampark,"['Drama', 'Back to top']"
Samundari Daku,"['Action', 'Back to top']"
Burmah Road,"['Romance', 'Back to top']"
Zindagi Ya Toofan,"['Drama', 'Back to top']"
Shri Ram Bharat Milap,"['Adventure', 'Family', 'Back to top']"
Phir Aayee Barsat,"['Romance', 'Back to top']"
Swarg Jaisaa Ghar,"['Drama', 'Family', 'Back to top']"
Kala Suraj,"['Action', 'Drama', 'Back to top']"
Awaragardi,"['Action', 'Back to top']"
Iqraar,"['Musical', 'Mystery', 'Back to top']"
Triveni,"['Crime', 'Drama', 'Mystery', 'Back to top']"
Sewak,"['Drama', 'Back to top']"
Dafaa 302: Indian Penal Code Section 302 (Section of Murder),"['Drama', 'Mystery', 'Back to top']"
Kaise Kaise Log,"['Drama', 'Romance', 'Back to top']"
Phulwari,"['Drama', 'Family', 'Back to top']"
Baawri,"['Family', 'Back to top']"
Kanmani,"['Drama', 'Romance', 'Back to top']"
Ahsaan,"['Drama', 'Back to top']"
Sajana Doli Leke Aana,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Adventures of Aladdin,"['Adventure', 'Back to top']"
Veer Kunal,"['Adventure', 'Back to top']"
Spandan,"['Drama', 'Back to top']"
Pehla Aadmi,"['Drama', 'History', 'Back to top']"
Zangbo and the Zing Zing Bar,['Back to top']
Misar Ka Khazana,"['Adventure', 'Fantasy', 'Back to top']"
Bhakta Prahlad,"['Drama', 'Back to top']"
Veer Amarsingh Rathod,"['Action', 'Biography', 'Drama', 'History', 'Back to top']"
Sookha,"['Drama', 'Back to top']"
Lalach,"['Action', 'Crime', 'Back to top']"
Sant Ravidas Ki Amar Kahani,"['Fantasy', 'Back to top']"
Zalim Saudagar,"['Drama', 'Back to top']"
Duniya Ka Mela,"['Drama', 'Romance', 'Back to top']"
Angarey,"['Drama', 'Back to top']"
Kitna Badal Gaya Insaan,"['Drama', 'Family', 'Back to top']"
Devar Bhabhi,"['Comedy', 'Drama', 'Back to top']"
Sultana Daku,"['Action', 'Back to top']"
Mandir Masjid,"['Drama', 'Back to top']"
26 January,['Back to top']
Chalti Duniya,['Back to top']
Narsi Bhagat,"['Biography', 'Back to top']"
Woh Koi Aur Hoga,"['Action', 'Drama', 'Mystery', 'Back to top']"
Yaarron Ka Yaar,"['Action', 'Back to top']"
Sub Ka Saathi,"['Drama', 'Family', 'Back to top']"
Daku,['Back to top']
Aasmaan Mahal,"['Drama', 'Back to top']"
Adil-E-Jahangir,"['Drama', 'Back to top']"
Nazneen,"['Drama', 'Back to top']"
Punar Milan,"['Drama', 'Back to top']"
Kismet Ka Khel,"['Action', 'Crime', 'Drama', 'Back to top']"
Miss Mala,"['Comedy', 'Mystery', 'Back to top']"
Ilzam,"['Drama', 'Family', 'Romance', 'Back to top']"
Pehle Aap,"['Drama', 'Back to top']"
Shakuntala,"['Drama', 'Back to top']"
Maali,"['Drama', 'Back to top']"
The Last Don,"['Crime', 'Back to top']"
Gangs of North East,"['Thriller', 'Back to top']"
Deendayal Ek Yug Purush,"['Biography', 'Back to top']"
Darklight,"['Drama', 'Back to top']"
The Indian Post Graduate,"['Drama', 'Back to top']"
Hinsa Par Vijay,"['Family', 'Back to top']"
Krina,"['Thriller', 'Back to top']"
Lights! Camera! Murder!,"['Mystery', 'Thriller', 'Back to top']"
Pakhi,"['Crime', 'Back to top']"
