,imdb-id,movie_name,year_of_release,runtime,IMDB_rating,no_of_votes,plot_description,director,actors
9087,tt4425324,Aaj Ki Jung,(1988), , , ,Add a Plot,I.V. Sasi,"                Chiranjeevi, Radha, Silk Smitha"
9088,tt4425288,Aag Ka Prem Yudh,(2002), , , ,Add a Plot,I.V. Sasi,"                Thriller Manju, Rachana Maurya, Sanghavi, Upendra"
9089,tt4425254,Aaj Ka Krantiveer,(2004), , , ,Add a Plot,I.V. Sasi,"                Jayasudha, Nassar, Soundarya, Vijayakanth"
9090,tt4425234,Aakhri Badla,(2004), , , ,Add a Plot,I.V. Sasi,"                Meena Amani, Harikrishna, Rajeev Kanakala, Mumait Khan"
9091,tt4425230,Action No.1,(2004), , , ,Add a Plot,I.V. Sasi,"                Thriller Manju, Vani Viswanath"
9092,tt4417744,Chingari Aur Sholay,(1993), , , ,Add a Plot,C.L. Bansal,"    C.L. Bansal|     Phoolan Devi, Jainendra, Amjad Khan, Kiran Kumar"
9093,tt4417734,Bhulaye Na Bane,(1985), , , ,Add a Plot,Virendra Sharma,"    Virendra Sharma|     Madan Jain, Natasha Sinha"
9094,tt4417722,Aap Se Pyar Hain,(1994), , , ,Add a Plot,Ayush,    Ayush
9095,tt4417710,Aaja Mere Mehboob,(1994), , , ,Add a Plot,Rakesh Kakaria,    Rakesh Kakaria
9096,tt4417704,Adhuri Dulhan,(1995), , , ,Add a Plot,Shabbir Kumar,    Shabbir Kumar
9097,tt4417702,Aadi Shakti,(1992), , , ,Add a Plot,Govind Singh,"    Govind Singh|     Raza Murad, Yunus Parvez"
9098,tt4417696,Aarya,(1992), , , ,Add a Plot,Mani Nair,    Mani Nair
9099,tt4417674,Aag Aur Angaray,(1990), , , ,Add a Plot,Vikaram Naroo,"    Vikaram Naroo|     Rakesh Bedi, Birbal, Gulshan Grover, Bharat Kapoor"
9100,tt4417556,Atript Atma,(1983), , , ,Add a Plot,Amar Nanda,    Amar Nanda
9101,tt4417524,Shiv Putra Swami Ayappa,(1990), , , ,Add a Plot,P.S. Mani,"    P.S. Mani|     Amitabh Bachchan, Rajinikanth, Rajkumar"
9102,tt4411940,Insaaf Ka Suraj,(1990), , , ,Add a Plot,Sudhakar Sharma,"    Sudhakar Sharma|     Ajit Singh Deol, Satyendra Kapoor, Shammi Kapoor, Kiran Kumar"
9103,tt4411914,Khushi,(1986), , , ,Add a Plot,Sudhakar Sharma,"                Master Chintu, Seema Kapoor, Prema Narayan, Shashi Puri"
9104,tt4411880,Kala Devta,(1984), , , ,Add a Plot,Ashok Neemrania,    Ashok Neemrania
9105,tt4411866,Kab Tak Pukaroon,(1985), , , ,Add a Plot,A.K. Mishra,"    A.K. Mishra|     Pallavi Joshi, Sanjana Kapoor, Pankaj Kapur, Sushmita Mukherjee"
9106,tt4411860,Lalach,(1972), , , ,Add a Plot,A. Salaam,"    A. Salaam|     Asha Chandra, Suresh Chatwal, Jugal Kishore, Moolchand"
9107,tt4411852,Mausam Suhana,(1983), , , ,Add a Plot,Vasant Dalal,    Vasant Dalal|     Star:Anjan Srivastav
9108,tt4411846,My Story,(1993), , , ,Add a Plot,Iqbal Channa,"    Iqbal Channa|     Pankaj Berry, Goga Kapoor, Anupam Kher, Ajit Vachani"
9109,tt4411828,Mere Meharban,(1992), , , ,Add a Plot,Kewal Singh,"    Kewal Singh|     Bharat Bhushan, Brahmachari, Sameer Khakhar, Kiran Kumar"
9110,tt4411820,Main Tera Aashiq,(1994), , , ,Add a Plot,Kewal Singh,"                Monica Bedi, Sahil Chaddha"
9111,tt4411806,Mere Qadam Tere Pyar Mein,(1995), , , ,Add a Plot,M.H. Adenwala,    M.H. Adenwala
9112,tt4411764,Pyar Hua Badnaam,(1992), , , ,Add a Plot,Vicky Sharma,    Vicky Sharma
9113,tt4411604,Muqable Ki Raat,(1978), , , ,Add a Plot,Vicky Sharma,"                Ranjeet Bedi, Bindu Desai"
9114,tt4411588,Nigah E Karam,(1978), , , ,Add a Plot,Vicky Sharma,
9115,tt4411578,Pyar Ka Tohfa,(1992), , , ,Add a Plot,Vicky Sharma,"                Poonam Dasgupta, Harish, Disco Shanti"
9116,tt4406512,Pachis Lakh,(1984), , , ,Add a Plot,Anand Dasani,"    Anand Dasani|     Ramesh Deo, Bharat Kapoor, Mazhar Khan, Mukesh Khanna"
9117,tt4406500,Saahas,(1979), , , ,Add a Plot,Anand Dasani,
9118,tt4406476,Tasveer Mere Sanam,(1996), , , ,Add a Plot,Anand Dasani,
9119,tt4406458,Zulm Ka Jawab,(1995), , , ,Add a Plot,Surinder Kapoor,"    Surinder Kapoor|     Goga Kapoor, Shakti Kapoor, Kiran Kumar, Sunil Puri"
9120,tt4406418,Bombay Fantasy,(1983), , , ,Add a Plot,Pankaj Dheer,"    Pankaj Dheer|     Zalim Khan, Shabana Murti, Vibhushan Singh Paul, Pavitra Rani"
9121,tt4384018,Confused @16,(2015),115 min, , ,Homosexuality and exploring one's own identity.,Honey Romey,"    Honey Romey|     Gaurav Bajaj, Manoj Bidwai, Siddharth"
9122, ,2 GB Ki Life,, , , ,"The film is highlights the story of a young man and his rise and fall. There was a time when world worked on KB's and then MB's, in today's world even 2 GB seems less to the youth of today....                See full summary »",Honey Romey,
9123,tt4366740,Bhagya,(2015),109 min, , ,"FRIENDSHIP.ANGST.CONVICTION.HOPE.DEPICTED.THROUGH A STORY OF TWO BEST FRIENDS,IS AN INSPIRING TALE THAT DEALS WITH HEART-TOUCHING EMOTIONS WHILE HIGHLIGHTING THE EFFECT OF ILLITERACY AND ...                See full summary »",Himmat Shekhawat,"    Himmat Shekhawat|     Usha Rathore, Shubhash Sharma, Deepa Katare, Krishna Dutt Sharma"
9124, ,Solid Patels,, , , ,"Tom Patel and Jerry Patel. These Patel boys are no less than real life animated characters themselves. They live together in a rented apartment in Mumbai, and have no specific jobs. Both ...                See full summary »",Saurabh Varma,"    Saurabh Varma|     Shiv Panditt, Shazahn Padamsee, Kettan Singh, Ali Asgar"
9125,tt4358192,Zulm Hi Zulm,(1996), , , ,Add a Plot,Ved Prakash,"    Ved Prakash|     Huma Khan, Amita Nangia, Akashdeep Sabir, Vivek Vaswani"
9126,tt4357594,Kanoon Ka Sikandar,(2001), , , ,Add a Plot,Girish Dubey,"    Girish Dubey|     Dharmendra, Girish Dubey, Girish Dubey, Mohan Joshi"
9127,tt4357556,Night Lover,(2006), , , ,Add a Plot,Suresh Jain,"    Suresh Jain|     Tanveer, Urmila, Ashika Suryavanshi, Shaheen"
9128,tt4357536,Dashamaa Ki Mahima,(2000), , , ,Add a Plot,Suresh Jain,"                Kiran Acharaya, Chandan Rathod"
9129,tt4357524,Shriman Shrimati Lekin Abhi Shadi Nahi Hui,(2000), , , ,Add a Plot,Suresh Jain,"                Laila, Shivaji"
9130,tt4357504,Solah Somwar,(2000), , , ,Add a Plot,Suresh Jain,"                Anjana Trivedi, Upendra Trivedi"
9131,tt4347952,Char Dishayen Maa Chaherma,(2000), , , ,Add a Plot,Anant Joshi,"    Anant Joshi|     Pranjal Bhatt, Arvind Joshi, Hitu Kanodia"
9132,tt4346764,Har Har Mahadev,(2002), , , ,Add a Plot,Vijay Shukla,"    Vijay Shukla|     Shalini Kapoor, Shakeel Khan, Babloo Mukherjee, Arpita Sengupta"
9133,tt4346546,Jai Mata Vaibhav Laxmi,(2003), , , ,Add a Plot,V. Menon,"    V. Menon|     Sudha Chandran, Pramod Moutho, Rajesh Sabharwal"
9134,tt4346300,Love in Jungle,(2003), , , ,The film is a love story between a jungle girl and a rich city boy. The jungle girl finds the boy unconscious in the jungle and brings him home. The boy has lost his memory and slowly falls...                See full summary »,Ravi Kumar,"    Ravi Kumar|     Neeraj Bharadwaj, Hemant Birje, Ali Khan, Anil Nagrath"
9135,tt4346268,Rajkumari,(2003), , , ,Add a Plot,Teerat Singh,"    Teerat Singh|     Abhay Bhargava, Mamta Chauhan, Aman Sagar, Sainora"
9136,tt4346256,Bawaal.. The Panga,(2005), , , ,Add a Plot,Teerat Singh,"                Bindu Kamat, Ali Khan"
9137, ,Donkey in the City: 3D Animation Film,,90 min, , ,"The center characters of the film are two kids-a boy and a girl, a donkey and a mobile phone. These kids embark on a journey to save their Mother and village, during their journey various ...                See full summary »",Rahul Singh,    Rahul Singh
9138,tt4333232,Jab Hum Na Honge,(1989), , , ,Add a Plot,Rahul Singh,"                Birbal, Jankidas, Mushtaq Merchant, Kanwarjeet Paintal"
9139,tt4333220,Kaala Sach,(1995), , , ,Add a Plot,Mahesh Kapoor,"    Mahesh Kapoor|     Mahesh Thakur, Mona Ambegaonkar, Zahid Ali, Rajni Bala"
9140,tt4332952,Mamta,(2021), , , ,Add a Plot,Afzal Ahmed,"    Afzal Ahmed, Prithvi Singh, Sumith Pandey"
9141,tt4332930,Tujhko Pukare,(2005), , , ,"Story of this film revolves around a boy who is studying in a college of Patna Bihar, who loves a girl, of the same college. Both are madly in love and want to get married, but the boy gets...                See full summary »",Vinod Kumar Singh,"    Vinod Kumar Singh|     Kamal Adib, Vinay Anand, Mushtaq Khan, Kiran Kumar"
9142,tt4332882,Satya Bol,(2004), , , ,Add a Plot,Sanjay Upadhyay,"    Sanjay Upadhyay|     Sulabha Arya, Anupam Bhattacharya, Rajendra Gupta, Sachin Khedekar"
9143,tt4332856,Kuchh Kaha Aapne..,(2004), , , ,Add a Plot,Mustafa Engineer,"    Mustafa Engineer|     Divya Dwivedi, Ravi Shankar Jaiswal, Ayub Khan, Tarun Khanna"
9144,tt4332830,The Unfaithful Hawas,(2004), , , ,An Ad filmmaker's life is shattered when he finds his wife is having an affair. Things even get worse when the revelation is made to other people as well.,Dilip Gulati,"    Dilip Gulati|     Tanya Oberoi, Sahil Singh"
9145,tt4332820,Maa Shakti Mayee,(2004), , , ,Add a Plot,Om Shakti Jagdishan,"    Om Shakti Jagdishan|     Vinaya Prasad, K.R. Vijaya"
9146,tt4332804,The Power of Woman: Tezaab,(2004), , , ,Add a Plot,Dilip Gulati,"    Dilip Gulati|     Hemant Birje, Ali Khan, Durgesh Nandini, Tanya Oberoi"
9147,tt4332768,Sadhu Bana Shaitan,(2004), , , ,Add a Plot,Jaspal Neelam,"    Jaspal Neelam|     Aman Sagar, Sainora, Shabnam, Rajesh Sabharwal"
9148,tt4332502,Raat Ek Anhoni - A Danger Night,(2004), , , ,Add a Plot,Jaspal Neelam,
9149,tt4332476,Pyar Mein Sab Kuch Hota Hai,(2004), , , ,Add a Plot,Jaspal Neelam,"                Prasun Banerjee, Jaya Mathur"
9150,tt4332466,Pati Ho To Aisa,(2004), , , ,Add a Plot,Jaspal Neelam,"                Gajendra Chauhan, Ramesh Goyal, Jagdeep, Reema Khan"
9151, ,We Call It the School,,106 min, , ,Add a Plot,Apurv Bajpai,"    Apurv Bajpai|     Pankaj Berry, Rohan Jardosh, Avinash Singh Karada, Abhijeet Lahiri"
9152,tt4330222,Nishaan: The Target,(2005), , , ,Add a Plot,Sharad Chaudhary,"    Sharad Chaudhary|     Rajat Bedi, Kapil Jhaveri, Mumait Khan, Pratiksha Patel"
9153,tt4330184,Kalyug 5000,(2004), , , ,Add a Plot,Sharad Chaudhary,"                Kamlesh Balani, Preeti Bhutani, Rahul Manchanda, Monica Sopad"
9154,tt4330158,Kids No. 1,(2004), , , ,Add a Plot,Dhirendra Agarwal,"    Dhirendra Agarwal|     Maan Damian, Shehzad Khan, Daman Maan, Dara Singh Randhawa"
9155,tt4330138,Dharam Shakti,(2004), , , ,Add a Plot,Dhirendra Agarwal,
9156,tt4330108,Zakhmi Naagin,(2004), , , ,Add a Plot,Suresh Jain,"    Suresh Jain|     Tanveer, Bhavana, Shazid, Kanchan"
9157,tt4330090,Yeh Hain Aurat,(2004), , , ,Add a Plot,Suresh Jain,
9158,tt4330082,Yeh Kaisi Agni Vaasana,(2004), , , ,Add a Plot,Suresh Jain,
9159,tt4330074,Yeh Hai Aalingan,(2004), , , ,Add a Plot,Suresh Jain,                Star:Shakeela
9160,tt4330072,Uff Mirchi,(2004), , , ,Add a Plot,Suresh Jain,"                Reena Kapoor, Rajesh Sabharwal, Sainora"
9161,tt4330062,Sambandh - The Relation,(2004), , , ,Add a Plot,Suresh Jain,"                Ram Asra, Anjali Sharma, Tanisha Singh, Sardar Sohi"
9162,tt4329938,Shaukeen,(2004), , , ,Add a Plot,Suresh Jain,"                Rajesh Sabharwal, Vinod Tripathi"
9163,tt4329724,Sunsan Mahal,(2004), , , ,Add a Plot,Suresh Jain,
9164,tt4329606,Pyaasi Sherni,(2004), , , ,Add a Plot,Suresh Jain,
9165,tt4329570,Pyasi Hasina,(2004), , , ,Add a Plot,Suresh Jain,                Star:Shakeela
9166,tt4329544,Pyar Ki Pyaas,(2004), , , ,Add a Plot,Suresh Jain,
9167,tt4329520,Pyaasi Nagin,(2004),84 min, , ,Add a Plot,Kishan Shah,"    Kishan Shah|     Karishma, Riya, Vinod Tripathi, Ramesh Goyal"
9168, ,Black Currency: The Fake Currency Truth Unfolds,, , , ,Raw Agent Arjun Singh hires a gangster John Thomas to work for him as a undercover agent to explode wide spread network of Indian fake currency which is pumped in by international gangsters...                See full summary »,Sanjay Sharma,"    Sanjay Sharma|     Nawazuddin Siddiqui, Arjun Rampal, Zeenat Aman, Vivek Oberoi"
9169, ,I Love Dubai,, , , ,Add a Plot,Ikram Akhtar,"    Ikram Akhtar, Exhan Khan|     Shakti Kapoor, Shanti Dynamite, Ajaz Khan, Mirza Azhar"
9170,tt4319860,Nar Naari,(2004), , , ,Add a Plot,Suresh Jain,"    Suresh Jain|     Amit Pachori, Reena Kapoor, Rimple Narula, Amit Kapoor"
9171,tt4319856,Naag Mani,(2004), , , ,Add a Plot,Kishan Shah,"    Kishan Shah|     Vinod Tripathi, Monica Tripathi, Vishwajeet Soni, Robert"
9172,tt4319844,Maut Ki Dahshat,(2004), , , ,Add a Plot,Kishan Shah,"                Aman Sagar, Shabnam, Rajesh Sabharwal, Rajeev Raj"
9173,tt4319820,Kachhi Kali,(2004),86 min, , ,Add a Plot,Kanti Shah,"    Kanti Shah|     Sapna Sappu, Junior Amitabh Bachchan, Vinod Tripathi, Junior Jagdeep"
9174,tt4319814,Kkamjori: The Weakness,(2004), , , ,Add a Plot,Sandeep Bhatt,"    Sandeep Bhatt|     Rinky Ali, Rakhi Bajaj, Seema Biswas, Milind Gunaji"
9175,tt4319616,Khaufnaak Shikanja,(2004), , , ,Add a Plot,Suresh Jain,"    Suresh Jain|     Amit Choyal, Reena Kapoor, Amit Pachori, Vinod Tripathi"
9176,tt4319602,Khooni,(2004), , , ,Add a Plot,Kanti Shah,"    Kanti Shah|     Amit Pachori, Vinod Tripathi, Sapna Sappu, Junior Jagdeep"
9177,tt4319592,Khooni Raat: The Bloody Night,(2004), , , ,Add a Plot,Gyanendra Choudhry,"    Gyanendra Choudhry|     Birbal, Gyanendra Choudhry, Rahat Khan, Nema Singh"
9178,tt4319570,Khushboo Tere Pyaar Ke,(2004), , , ,Add a Plot,Gyanendra Choudhry,
9179,tt4319556,Kundan,(2004), , , ,Add a Plot,Samir,"    Samir|     Dharmendra, Shakti Kapoor, Satnam Kaur, Ali Khan"
9180,tt4318418,Kamakshee: The Fire of Love,(2004), , , ,Add a Plot,Sandeep Bhatt,"    Sandeep Bhatt|     Milind Gunaji, Dinesh Hingoo, Mohan Joshi, Rajesh Sabharwal"
9181,tt4318412,Kaam Milan,(2004),87 min, , ,Add a Plot,Chandni Gupta,"    Chandni Gupta|     Amit Pachori, Sapna Sappu, Ragesh Asthana, Raja"
9182,tt4318392,Jism Ke Deewane,(2004), , , ,Add a Plot,Chandni Gupta,                Star:Shakeela
9183,tt4318386,Jail Queens,(2004), , , ,Add a Plot,Chandni Gupta,"                Chandni Gupta, Sunil Jaitley, Rahat Khan, Anil Nagrath"
9184,tt4318202,Jungle Ka Sher,(2004),105 min, , ,"Jungle man (Amit Pachori) has his hands full fighting off two angry natives, Gorilla (Randhir Singh) and Nagina (Sapna), while also trying to stop an evil poacher (Anil Nagrath).",Kanti Shah,"    Kanti Shah|     Amit Pachori, Sapna Sappu, Anil Nagrath, Gurbachan Singh"
9185,tt4318198,Junglee Sherni,(2004), , , ,"Sherni, the mighty queen of the animals, protects the jungle from unscrupulous and dangerous poachers.",Kishan Shah,"    Kishan Shah|     Hemant Birje, Satnam Kaur, Anil Nagrath, Amit Pachori"
9186,tt4309282,A Daughter's Dream,(2014), , , ,Story of a 7 year old girl from a very poor family who wants to pursue her dream but is opposed by her family and society as she is a girl. Finally she becomes a role model for every person...                See full summary »,Manto Pashupatinath,"    Manto Pashupatinath|     Bhavana Singh Chauhan, Akhilendra Mishra, Abhilash Narain, Hemant Pandey"
9187,tt4302144,Ranthambore,(2014),88 min, , ,RANTHAMBORE- Where tigers roam free,Paul R. Solomon,"    Paul R. Solomon|     Prasenjit Das, Aishmita Meena, Jay Mukunda, Anish Raj Sharma"
9188, ,Paranormal (Based on facts),, , , ,Add a Plot,Paul R. Solomon,
9189,tt4298264,Jwaala Mera Naam,(2004), , , ,Add a Plot,Paul R. Solomon,"                Ali Khan, Anwar Khan, Bobby Kumar, Amit Pachori"
9190,tt4298242,Ishq Ka Achar,(2004), , , ,Add a Plot,Paul R. Solomon,
9191,tt4298236,Hatyari,(2000),111 min, , ,"Hatyari is a 2000 Hindi film, directed by Rakesh. The film stars Dinesh Hingoo, Rakesh Bedi, Ram Mohan, Sadashiv Amrapurkar in lead roles. Watch the full movie Hatyari online, only on Eros Now.",Paul R. Solomon,"                Sadashiv Amrapurkar, Rakesh Bedi, Dinesh Hingoo, Kalpana Iyer"
9192, ,Dancing with Demons,, , , ,"A fast paced Action Drama about love, loss and Resurrection set in the World of Combat Sports.",Nidhie Sharma,    Nidhie Sharma
9193,tt4280580,Haseeno Ka Dalaal,(2004), , , ,Add a Plot,Nidhie Sharma,"                Preeti Patel, Kirti Rawal, Vinod Tripathi"
9194,tt4280562,Husn Tera Matwala Hai,(2004), , , ,Add a Plot,Nidhie Sharma,
9195,tt4280542,Hottest Mail.Com,(2004),104 min, , ,Add a Plot,Sikander Bhatia,"    Sikander Bhatia|     Reshmi Ghosh, Vishesh Khanna, Suraj"
9196,tt4280538,Hosh,(2004), , , ,Add a Plot,Guddu Jaffrey,"    Guddu Jaffrey|     Sandeep Bedi, Shweta, Shikhar, Ashish Kumar"
9197,tt4280456,Chess: A Game Plan,(2004), , , ,Add a Plot,Manoj Bhatnagar,"    Manoj Bhatnagar|     Mahima Chaudhry, Nitin Ganatra, Anupam Kher, Sonu Sood"
9198,tt4279104,Disco Valley,(2015), , , ,Add a Plot,Sajit Warrier,"    Sajit Warrier|     Rajat Barmecha, Adam Bedi, Lakshmi R. Iyer, Suresh Menon"
9199,tt4278952,Kill the Rapist?,(2018),99 min, , ,Add a Plot,Sanjay Chhel,"    Sanjay Chhel|     Sunny Hinduja, Anjali Patil, Sadiya Siddiqui"
9200,tt4276638,Ek Na Mard,(2004),79 min, , ,Add a Plot,Kanti Shah,"    Kanti Shah|     Anil Nagrath, Amit Pachori, Sapna Sappu, Vinod Tripathi"
9201,tt4276634,Ek Bhool Chhoti Si,(2004), , , ,Add a Plot,Kanti Shah,"                Firoz Ali, Shiva Rindani, Shakeela, Sonia Singh"
9202,tt4276622,Ek Baat Raat Ki,(2004), , , ,Add a Plot,Kanti Shah,"                Amrutha, Rajasekar"
9203,tt4276616,Ek Aur Laawaris,(2004), , , ,Add a Plot,Kanti Shah,
9204,tt4276586,Dusht,(2004), , , ,Add a Plot,Munir Khan,"    Munir Khan|     Pinky Chinoy, Dharmerndra Choudhary, Mohan Joshi, Rubeena Khan"
9205,tt4276566,Dhanno Dhabe Wali,(2004), , , ,Add a Plot,Harinam Singh,"    Harinam Singh|     Anil Nagrath, Harinam Singh, Vinod Tripathi"
9206,tt4276512,Choti Si Mohabbat,(2004), , , ,Add a Plot,Harinam Singh,
9207,tt4276500,Chadhti Jawani,(2004), , , ,Add a Plot,Jagdeep Singh,"    Jagdeep Singh|     Anjali Arora, Anil Nagrath, Parineeta, Iqbal Raja"
9208,tt4276472,Chanchal Padosan,(2004), , , ,Add a Plot,Jagdeep Singh,"                Vetri Nageshwar, Prathapachandran"
9209,tt4276450,Charitraheen: Ek Naari Ki Vyatha,(2004), , , ,Add a Plot,Teerat Singh,"    Teerat Singh|     Pinky Chinoy, Ramesh Goyal, Rakesh Kaysath, Raza Murad"
9210,tt4276428,Cheekh,(2004),85 min, , ,Add a Plot,Kanti Shah,"    Kanti Shah|     Sapna Sappu, Vinod Tripathi, Shyam Bahadur, Halwadas"
9211,tt4276402,Bhoot Mahal,(2004), , , ,Add a Plot,Kishan Shah,"    Kishan Shah|     Ramesh Goyal, Satnam Kaur, Ali Khan, Kashish Khurana"
9212,tt4276378,Biwi Tumhari Bachche Hamare,(2004), , , ,Add a Plot,Kishan Shah,
9213,tt4276348,Adhoori Pyaas,(2004), , , ,Add a Plot,Kishan Shah,"                Smitha, Uda"
9214,tt4276332,Adhuri Hawas,(2004), , , ,Add a Plot,Suresh Jain,"    Suresh Jain|     Rimpal Balnegar, Reena Kapoor"
9215,tt4256304,The Dirty Dancer,(2013),97 min, , ,Mona a small time young prostitute is forced into flesh trading due to her poor financial background. During her meetings once she comes across a director who praises her looks. After ...                See full summary »,Suresh Jain,"    Suresh Jain|     Suresh Jain, Khushi, Nitin, Nitin"
9216,tt4239948,Tantrik Shakti,(2003), , , ,Add a Plot,Jagdish Gautam,"    Jagdish Gautam|     Rakesh Komar, Sara Khan, Prithvi, Kiran Kumar"
9217,tt4239904,Taarikh: The Final Day,(2011), , , ,Add a Plot,Rakesh Sharma,"    Rakesh Sharma|     Ishrat Ali, Sudesh Berry, Muni Jha, Ravi Kishan"
9218,tt4239544,Yari Dosti,(1989), , , ,Add a Plot,Anup Malik,"    Anup Malik|     Shoma Anand, Shehzad Askari, Birbal, Vinod Chhabra"
9219,tt4209806,Bhola Shikar,(1958), , , ,Add a Plot,Aakkoo,"    Aakkoo|     Kamran, Naazi"
9220,tt4209790,Chalta Purza,(1958), , , ,Add a Plot,Atul Chitra,"    Atul Chitra|     Shashikala Jawalkar, Kamran"
9221,tt4209780,Amar Pyar,(1958), , , ,Add a Plot,Atul Chitra,"                Hiralal, Mahipal, Shakila"
9222,tt4209474,Tawaaif,(2003), , , ,Add a Plot,Kishan Shah,"    Kishan Shah|     Satnam Kaur, Ali Khan, Amit Pachori"
9223, ,Maniac 2: Hell is back,,120 min, , ,"Sameer is trying to get a hold on his supernatural powers, but has clues from a recent past. Trying to keep a secret as to his powers and the fact that he had dreamed about killing his ...                See full summary »",Prashant Passy Pilley,"    Prashant Passy Pilley|     Manoj Joshi, Kunal Kapoor, Hazel Keech, Tia Bajpai"
9224,tt4208138,Shaheed E Kargil,(2001), , , ,Add a Plot,Dilip Gulati,"    Dilip Gulati|     Shehzad Khan, Kiran Kumar, Pramod Moutho, Raza Murad"
9225,tt4206444,Naraq,(1991), , , ,Add a Plot,Dilip Gulati,
9226,tt4206438,Raakchhas,(2001), , , ,Add a Plot,Dilip Gulati,
9227,tt4206292,Prem Ishq Love,(1995), , , ,Add a Plot,Dilip Gulati,                Star:Aftaab Khan
9228,tt4206262,Prayaas,(1996), , , ,Add a Plot,Dilip Gulati,
9229,tt4206190,Kaaki,(1992), , , ,Add a Plot,Dilip Gulati,
9230,tt4203826,Prem Sakshi,(2004), , , ,Add a Plot,Dilip Gulati,"                Nutan Jayant, Madhu Kambikar, Nilu Phule"
9231,tt4203820,Prem Shastra,(1999), , , ,Add a Plot,Anil Dhanda,"    Anil Dhanda|     Neeraj Bharadwaj, Mahesh Gupta, Jhony Nirmal, Amit Pachori"
9232,tt4203790,Pani Re Pani Tera Rang Kaisa,(2003), , , ,Add a Plot,Sandeep Tiwari,"    Sandeep Tiwari|     Jani Karan, Avinash Shukla, Sarita Srivastava, Surendra Tiwari"
9233,tt4203766,Paanch Parinde,(1995), , , ,Add a Plot,Rakesh Kakaria,"    Rakesh Kakaria|     Kirti Shetty, Yudhveer Singh"
9234,tt4203748,Natth,(I) (2000), , , ,Add a Plot,Rakesh Kakaria,
9235,tt4203744,Mothron Ki Basti Mein Karna Kunti Samvaad,(1993), , , ,Add a Plot,Rakesh Kakaria,
9236,tt4201936,Mahatma,(1998),170 min, , ,Add a Plot,Tanvir Ahmed,"    Tanvir Ahmed|     Dimple Ghosh, Shadas Khan, Gauri Khopkar, Arun Shirodkar"
9237,tt4201922,My Dear Nancy,(2000), , , ,Add a Plot,Tanvir Ahmed,
9238,tt4201902,Main Zulm Ko Mita Doongi,(2002), , , ,Add a Plot,Krishna Katiyar,"    Krishna Katiyar|     Ranjeet Bedi, Brij Gopal, Navtej Hundal, Satnam Kaur"
9239,tt4201860,Khazaane Ki Khoj,(2001), , , ,Add a Plot,Krishna Katiyar,
9240,tt4201796,Ichchhaye Hazar,(2000), , , ,Add a Plot,Krishna Katiyar,
9241,tt4201786,Hum Tumhe Yaad Aayenge,(2000), , , ,Add a Plot,Krishna Katiyar,
9242,tt4200426,Hum Hain Bharatwasi,(2002), , , ,Add a Plot,Majeed Khan,"    Majeed Khan|     Neha Joshi, Imran Khan, Radha Tripathi"
9243,tt4200384,Hello Hyderabad,(2001), , , ,Hello Hyderabad 2001 is Bollywood Movie. 1.Dheere Dheere Sanam Kumar Sanu and Kavita Krishnamurty 2.Udke Pagal Hawa Se Kumar Sanu I Have These Two songs Of Kumar Sanu from this movie but looking for complete songs of these movie.,Basit Khan,"    Basit Khan|     Rahul Gandhi, Ahmed Mirza, Rucheeta Sahai"
9244,tt4200378,Fashion Show,(2000), , , ,Add a Plot,Basit Khan,
9245,tt4200338,The Eyes,(2000), , , ,Add a Plot,Basit Khan,
9246,tt4200304,Ek Hi Manzil,(2000), , , ,Add a Plot,Basit Khan,
9247,tt4200106,Ek Aur Prem Kahani,(2004), , , ,Add a Plot,H. Gautam,"    H. Gautam|     Shalini Kapoor, Inder Kumar, Rajeshwari Sachdev, Raju Shrestha"
9248,tt4200042,Duniya Paagal Hai,(1987), , , ,Add a Plot,H. Gautam,
9249,tt4199998,Do Rang Jeewan Ke,(2000), , , ,Add a Plot,H. Gautam,"                Naresh Goswami, Satnam Kaur, Rajesh Nair, Rohit Raj"
9250,tt4199076,Daasi,(2002), , , ,Add a Plot,H. Gautam,
9251,tt4198980,Drishyaantar: Imaginary Line,(2002), , , ,Add a Plot,H. Gautam,
9252,tt4198942,Dosti Ke Haath,(2002), , , ,Add a Plot,H. Gautam,
9253,tt4198858,City Girls Hostel,(2002), , , ,Add a Plot,H. Gautam,"                Ranjeet Bedi, Ramesh Goyal, Raza Murad, Anil Nagrath"
9254,tt4194656,Aseem Aasha,(2001), , , ,Add a Plot,H. Gautam,
9255,tt4194644,Aakrandan,(2001), , , ,Add a Plot,H. Gautam,
9256,tt4194612,Anokhi Chaahat,(2003), , , ,Add a Plot,H. Gautam,
9257,tt4194578,Aao Hum Saath Chalein,(2003), , , ,Add a Plot,H. Gautam,
9258,tt4188452,Roll Sound Camera Action: RSCA,(2015),105 min, , ,"Roll Sound Camera Action (RSCA) is part fact, part fiction, based on the lives of movie aspirants, popularly known as 'strugglers' in Bollywood. Since movie actors are known to recount ...                See full summary »",Jayesh Sheth,"    Jayesh Sheth|     Yash Eshawari, Bobby Kumar, Manish Mehta, Abhishek Patel"
9259,tt4185424,The Mission 100,(2000), , , ,Add a Plot,Jayesh Sheth,"                Hemangi Kaj, Aman Sagar"
9260,tt4185414,Mrityu: The Truth,(2000), , , ,Add a Plot,Jayesh Sheth,"                Shuchi Arora, Ram Asra, Arun Bakshi, Rakesh Bedi"
