,imdb-id,movie_name,year_of_release,runtime,IMDB_rating,no_of_votes,plot_description,director,actors
4612,tt0231073,Aage Ki Soch,(1988), ,5.2,37,Add a Plot,Dada Kondke,"    Dada Kondke|     Shakti Kapoor, Huma Khan, Dada Kondke, Raza Murad"
4613,tt0206054,Jawan Muhabat,(1971), ,7.0,37,"Dr. Sarin lives with his wife, Sunita, young daughter, Rekha, and his brother, Rajesh. Rajesh is an eligible bachelor, and on the lookout for a life-partner with a view of marriage. One day...                See full summary »",Bhappi Sonie,"    Bhappi Sonie|     Shammi Kapoor, Asha Parekh, Balraj Sahni, Shashikala Jawalkar"
4614,tt0156058,Sita Swayamvar,(1976), ,8.4,37,"Lord Vishnu's avatar, Ram, decides to wed Sita, the incarnation of Goddess Lakshmi and must face challenges from opponents.",Bapu,"    Bapu|     Ravi Kumar, Jaya Prada, Kaikala Satyanarayana, Gummadi"
4615,tt0154106,Aandhiyan,(1952),136 min,7.7,37,Add a Plot,Chetan Anand,"    Chetan Anand|     Dev Anand, Nimmi, Kalpana Kartik, Durga Khote"
4616,tt0118982,Dil Ke Jharoke Main,(1997), ,3.9,37,"Suman and Vijay Rai are two virtually inseparable school-going children. Both are heart-broken when Suman's dad decides to move out to a new location, both have tattooed a ""heart"" on their ...                See full summary »",Ashim Bhattacharya,"    Ashim Bhattacharya|     Aparajita, Vikas Bhalla, Poonam Dasgupta, Pervin Dastur"
4617,tt0116730,Jurmana,(1996),134 min,5.6,37,"Inspector Vijay Saxena and Pooja Kumari Tiwari are in love. The only obstacle is that Pooja's dad is wealthy and the Chief Minister of the state, while Vijay's background is lower ...                See full summary »",T.L.V. Prasad,"    T.L.V. Prasad|     Mithun Chakraborty, Rambha, Ashwini Bhave, Ronit Roy"
4618,tt0050587,Kath Putli,(1957),152 min,7.1,37,"Pushpa, who comes from a poor family, is a good dancer and singer. She wants to assist a puppeteer with his makeshift dolls and puppet act. Unfortunately, he meets with an accident and his ...                See full summary »",Nitin Bose,"    Nitin Bose, Amiya Chakrabarty|     Vyjayanthimala, Balraj Sahni, Kamala Kumari, Jawahar Kaul"
4619,tt0041861,Shabnam,(1949),154 min,6.7,37,Add a Plot,Bibhuti Mitra,"    Bibhuti Mitra|     Dilip Kumar, Shyama, Cuckoo, Mubarak"
4620,tt0037213,Ratan,(1944),118 min,7.5,37,"Govind and Gouri are childhood friends who love each other. But as they belong to different castes, they can't marry each other. When Gouri marries another person, things changes a lot.",M. Sadiq,"    M. Sadiq|     Swaran Lata, Karan Dewan, Amir Banu, Basant Kumar"
4621,tt8458170,Khejdi,(2018),92 min,8.7,36,It is based on short story 'Sanjha' by Kiran Singh.,Rohit Dwivedi,"    Rohit Dwivedi|     Priyanka Agarwal, Sahil Bhati, Bertwin Ravi Dsouza, Sapna Ji"
4622,tt7997646,Page 16,(2018),112 min,4.1,36,"Page 16 is a Supernatural thriller. It's a story about an ambitious builder Ajay,who's life turned upside down when he bought a book for his son Harsh. It all started with page 16 of that ...                See full summary »",Shamshad Pathan,"    Shamshad Pathan|     Aseem Ali Khan, Bidita Bag, Kiran Kumar, Zakhir Hussain"
4623,tt7886854,The Window,(I) (2018),118 min,7.2,36,The Window is a drama about an artist's struggle between staying true to his art and giving in to the ruthless reality of life. A talented yet deeply troubled screenplay writer Lekh Kapoor ...                See full summary »,V.K. Choudhary,"    V.K. Choudhary|     Atul Hanwat, Praveen Maheswari, Sayoni Mishra, Preeti Sharma"
4624,tt7598180,Bhangover,(2017),115 min,5.4,36,About a group of youngsters who accidentally catch a terrorist.,Mahender Singh,"    Mahender Singh|     Prerika Arora, Aradhya Taing, Anmol Khatri, Yashpal Sharma"
4625,tt3959526,Dunno Y 2... Life Is a Moment,(2015),95 min,6.8,36,"Dunno Y2 Life is a moment is a love story between two men, one from Pakistan and one from India, who meet in a gay sauna in Oslo. The film is based on the resources individuals bring up ...                See full summary »",Tonje Gjevjon,"    Tonje Gjevjon, Sanjay Sharma|     Zeenat Aman, Kapil Kaustubh Sharma, Yuvraaj Parashar, Meera"
4626,tt2207668,Chakradhaar,(2012),120 min,4.3,36,"Shravan, a student, gets embroiled in the world of crime, after he is falsely accused of murdering his principal Shrivastav. He then decides to fight back for justice and change in the society, thus becoming 'Pandit' from 'Shravan'.",Dharam Prakash,"    Dharam Prakash, Shakur Sir|     Abishek Anand, Zakhir Hussain, Darshan Jariwala, Vidya Malvade"
4627,tt1937455,Vroom,(2010),130 min,5.7,36,Gangsters try to locate a car that includes a special chip.,Savin Tuscano,"    Savin Tuscano|     Raj Singh Arora, Gaurav Bajaj, Kalpana Bora, Kishore Chougule"
4628,tt1867064,Strings of Passion,(2014),100 min,6.8,36,Three college friends share their recent developments in their respective lives after three years of separation.,Sanghamitra Chaudhuri,"    Sanghamitra Chaudhuri|     Zeenat Aman, Indrani Haldar, Shubh Mukherjee, Avalok Nagpal"
4629,tt1294665,Dada,(1999),133 min,5.0,36,"An action drama depicting the enmity between two families and its aftermath. Krishna, a righteous young man, is the last survivor after his family gets brutally killed by Shibnath. Years ...                See full summary »",T.L.V. Prasad,"    T.L.V. Prasad|     Ishrat Ali, Arjun, Mithun Chakraborty, Jack Gaud"
4630,tt1151299,68 Pages,(2007),92 min,6.4,36,"Coming from a country like India that is still in denial, where being HIV+ is still a curse, '68 Pages' rips open the underbelly of its society to reveal how it stigmatizes and shuns those ...                See full summary »",Sridhar Rangayan,"    Sridhar Rangayan|     Mouli Ganguly, Joy Sengupta, Jayati Bhatia, Zafar Karachiwala"
4631,tt0956298,Jazbaat,(1980),124 min,4.1,36,"Sapna is a poor orphan woman, who lives with an elderly lady whom she calls her aunt. She is a petty thief and is arrested on several counts of theft.",Suraj Prakash,"    Suraj Prakash|     Raj Babbar, Zarina Wahab, Shashi Puri, Savita Bajaj"
4632,tt0940881,Dulhan Banoo Main Teri,(1999), ,6.0,36,"Radha lives a poor lifestyle in Brindavan, India. When London-based Deepak Rai comes for a visit, they meet, fall in love and get married. Deepak returns home and informs his parents, who ...                See full summary »",Babbar Subhash,"    Babbar Subhash|     Arun Bakshi, Beena Banerjee, Sheeba Bhakri, Deepti Bhatnagar"
4633,tt0490440,Krishan Avtaar,(1993),180 min,5.9,36,"Police Inspector Krishan Kumar lives a middle class life with his lovely wife, Suman. Suman gets pregnant and gives birth to a baby girl but tragically passes away, leaving Krishan widowed,...                See full summary »",Ashok Gaekwad,"    Ashok Gaekwad|     Mithun Chakraborty, Somy Ali, Hashmat Khan, Paresh Rawal"
4634,tt0490434,Kaaboo,(2002),135 min,7.0,36,"This is the story of happy-go-lucky young collegian Raja, who lives with his father, a retired school-teacher, mother, a housewife, and elder brother, Shankar, a gangster and hit-man for a ...                See full summary »",Vicky Ranawat,"    Vicky Ranawat|     Rajat Bedi, Sudesh Berry, Abhay Bhargava, Ishwar"
4635,tt0482034,Apmaan Ki Aag,(1990), ,5.6,36,"Living in a Chawl in Dongri, Bombay, Vikrant Narayan Singh dreams of being wealthy, romances Mona, the only child of widower & Retired Colonel Suryadev Singh, and sends money to his ...                See full summary »",Sardar Talukdar,"    Sardar Talukdar|     Adil Amaan, Rakesh Bedi, Dasharat, Jayant Dave"
4636,tt0477574,Bengal Tiger,(2001),121 min,5.3,36,In caste and religion laden India there are some people who work together without any bias - they are underworld dons and gangster - and their prime motive is to amass as much money as ...                See full summary »,Adarsh Jain,"    Adarsh Jain|     Sandeep Bedi, Mithun Chakraborty, Roshini Jaffery, Raushani Jaffrey"
4637,tt0466208,Bhairav,(2001),133 min,4.7,36,"Rakesh Pandey belongs to a middle-class family, and is employed. One day when he is returning home from work, he is arrested by the police on the charge of killing a woman in cold-blood. He...                See full summary »",T.L.V. Prasad,"    T.L.V. Prasad|     Hemant Birje, Mithun Chakraborty, Jack Gaud, Brij Gopal"
4638,tt0418698,Ganga Ki Lahren,(1964), ,6.7,36,"Seema and Uma belongs to a Thakur family which earns their bread & butter through stage & dance performances and this leaves Seema disowned by groom's father, right at the time of marriage ...                See full summary »",Devi Sharma,"    Devi Sharma|     Azra, Brahm Bhardwaj, Dharmendra, Nasir Hussain"
4639,tt0395557,Ghazab Tamasha,(1992),144 min,5.9,36,A rustic love story of two simple yet street smart souls pitied against the urban background.,Ranjeet Bedi,"    Ranjeet Bedi|     Rahul Roy, Anu Agarwal, Tanuja Samarth, Sneha"
4640,tt0387486,Patth,(2003),157 min,5.3,36,"Avi comes from a poor family and lives with his mother and sister, Nandini. He sees that Nandini has befriended a local gangster by the name of Bhullar, and quietly resents this. When ...                See full summary »",Shivram Yadav,"    Shivram Yadav|     Sharad S. Kapoor, Payal Rohatgi, Hyder Kazmi, Shama Sikander"
4641,tt0376886,Shiva Shakti,(1988),153 min,4.6,36,"Shiva comes to the city in search of work in order to marry his sister Kusum,Shakti works as a car thief an on the run.Shiva saves Shakti from goons of a smuggler D.C who wants him to ...                See full summary »",Anand,"    Anand|     Shatrughan Sinha, Govinda, Anita Raj, Kimi Katkar"
4642,tt0366739,Mahaveera,(1988), ,5.1,36,"Dharam Kissan is a poor farmer, who lives in rural India with his family consisting of his pregnant wife, a son, Deepak alias Deepu. The lecherous and cunning Thakur Amrit Singh would like ...                See full summary »",Naresh Saigal,"    Naresh Saigal|     Krishna A.R., Salma Agha, Raj Babbar, Beena Banerjee"
4643,tt0363002,Qaidi,(1984),110 min,6.1,36,"Suraj lives in a small rural town in India with his widowed father, Yashpal, and a widowed sister, Sita. Suraj attends college, becomes a graduate and returns home to find that their family...                See full summary »",S.S. Ravichandra,"    S.S. Ravichandra|     Govardhan Asrani, Ranjeet Bedi, Urmila Bhatt, Bharat Bhushan"
4644,tt0359876,Ranbhoomi,(1991), ,4.3,36,"Village born, simple-minded and honest, Bholanath comes to the big city with five hundred rupees, which he decides to keep with a prostitute, as he feels that his money will be a lot safer ...                See full summary »",Deepak Sareen,"    Deepak Sareen|     Jeetendra, Dimple Kapadia, Shatrughan Sinha, Rishi Kapoor"
4645,tt0359657,Mar Mitenge,(1988), ,4.9,36,"Akbar lives with his widowed mother in a small shanty hut. One day, his mother finds two young orphans, Ram and Laxman, and brings them home. Years later, Akbar, Ram and Laxman have grown ...                See full summary »",Kawal Sharma,"    Kawal Sharma|     Jeetendra, Mithun Chakraborty, Madhavi, Bhanupriya"
4646,tt0359580,Ladies Tailor,(1981),148 min,5.7,36,Mehboob works as a ladies tailor in Mumbai's high profile tailoring shop stitching clothes for many film actress for their films.He isn't happy top be away from his family and decides to ...                See full summary »,Khalid Akhtar,"    Khalid Akhtar|     Sanjeev Kumar, Reena Roy, Amjad Khan, Deven Verma"
4647,tt0358147,Shreeman Funtoosh,(1965), ,6.0,36,"An impoverished male, in love with a woman who is about to get married, has a lab-accident and evolves into a destructive iron-man.",Shantilal Soni,"    Shantilal Soni|     Kishore Kumar, Kumkum, Anoop Kumar, Mohan Choti"
4648,tt0297001,Aur Ek Prem Kahani,(1996), ,7.3,36,"Shankar and his wife, Kamla, live in a small bungalow in Madras, India, with his only daughter, Kokila, and a maidservant, Manga. Since he is an Engineer with his firm, he has to travel ...                See full summary »",Balu Mahendra,"    Balu Mahendra|     Ramesh Aravind, Heera Rajgopal, Revathi, Sudhir Ahuja"
4649,tt0286539,Chehraa,(1999), ,6.8,36,Add a Plot,Gautam Adhikari,"    Gautam Adhikari|     Ayub Khan, Madhoo, Varsha Usgaonkar, Seema Kapoor"
4650,tt0237564,Phaansi,(1978),141 min,6.5,36,"In seeking to avenge his father's murder, a young man puts an entire village at risk of retribution.",Harmesh Malhotra,"    Harmesh Malhotra|     Shashi Kapoor, Sulakshana Pandit, Ranjeet Bedi, Pran Sikand"
